                               Labor Force Data by County, 2007 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2007        24,434       23,610        824      3.4
CN0100300000000   01     003   Baldwin County, AL                                2007        82,829       80,213      2,616      3.2
CN0100500000000   01     005   Barbour County, AL                                2007        10,363        9,698        665      6.4
CN0100700000000   01     007   Bibb County, AL                                   2007         8,810        8,443        367      4.2
CN0100900000000   01     009   Blount County, AL                                 2007        26,683       25,816        867      3.2
CN0101100000000   01     011   Bullock County, AL                                2007         3,666        3,313        353      9.6
CN0101300000000   01     013   Butler County, AL                                 2007         9,124        8,551        573      6.3
CN0101500000000   01     015   Calhoun County, AL                                2007        54,983       52,782      2,201      4.0
CN0101700000000   01     017   Chambers County, AL                               2007        15,517       14,489      1,028      6.6
CN0101900000000   01     019   Cherokee County, AL                               2007        12,012       11,500        512      4.3
CN0102100000000   01     021   Chilton County, AL                                2007        19,777       19,093        684      3.5
CN0102300000000   01     023   Choctaw County, AL                                2007         5,197        4,882        315      6.1
CN0102500000000   01     025   Clarke County, AL                                 2007        10,386        9,744        642      6.2
CN0102700000000   01     027   Clay County, AL                                   2007         6,130        5,784        346      5.6
CN0102900000000   01     029   Cleburne County, AL                               2007         6,497        6,255        242      3.7
CN0103100000000   01     031   Coffee County, AL                                 2007        21,124       20,304        820      3.9
CN0103300000000   01     033   Colbert County, AL                                2007        25,446       24,250      1,196      4.7
CN0103500000000   01     035   Conecuh County, AL                                2007         4,979        4,653        326      6.5
CN0103700000000   01     037   Coosa County, AL                                  2007         4,698        4,421        277      5.9
CN0103900000000   01     039   Covington County, AL                              2007        17,108       16,432        676      4.0
CN0104100000000   01     041   Crenshaw County, AL                               2007         6,562        6,273        289      4.4
CN0104300000000   01     043   Cullman County, AL                                2007        39,449       38,100      1,349      3.4
CN0104500000000   01     045   Dale County, AL                                   2007        20,295       19,477        818      4.0
CN0104700000000   01     047   Dallas County, AL                                 2007        15,605       14,279      1,326      8.5
CN0104900000000   01     049   DeKalb County, AL                                 2007        31,084       29,731      1,353      4.4
CN0105100000000   01     051   Elmore County, AL                                 2007        35,880       34,669      1,211      3.4
CN0105300000000   01     053   Escambia County, AL                               2007        14,324       13,549        775      5.4
CN0105500000000   01     055   Etowah County, AL                                 2007        45,565       43,491      2,074      4.6
CN0105700000000   01     057   Fayette County, AL                                2007         7,405        7,049        356      4.8
CN0105900000000   01     059   Franklin County, AL                               2007        13,774       13,126        648      4.7
CN0106100000000   01     061   Geneva County, AL                                 2007        11,559       11,153        406      3.5
CN0106300000000   01     063   Greene County, AL                                 2007         3,293        3,080        213      6.5
CN0106500000000   01     065   Hale County, AL                                   2007         6,994        6,611        383      5.5
CN0106700000000   01     067   Henry County, AL                                  2007         7,559        7,144        415      5.5
CN0106900000000   01     069   Houston County, AL                                2007        47,278       45,671      1,607      3.4
CN0107100000000   01     071   Jackson County, AL                                2007        27,084       25,835      1,249      4.6
CN0107300000000   01     073   Jefferson County, AL                              2007       315,430      303,023     12,407      3.9
CN0107500000000   01     075   Lamar County, AL                                  2007         5,871        5,496        375      6.4
CN0107700000000   01     077   Lauderdale County, AL                             2007        43,357       41,447      1,910      4.4
CN0107900000000   01     079   Lawrence County, AL                               2007        15,843       15,181        662      4.2
CN0108100000000   01     081   Lee County, AL                                    2007        65,467       63,037      2,430      3.7
CN0108300000000   01     083   Limestone County, AL                              2007        36,415       35,171      1,244      3.4
CN0108500000000   01     085   Lowndes County, AL                                2007         4,772        4,406        366      7.7
CN0108700000000   01     087   Macon County, AL                                  2007         8,888        8,397        491      5.5
CN0108900000000   01     089   Madison County, AL                                2007       165,619      160,439      5,180      3.1
CN0109100000000   01     091   Marengo County, AL                                2007         8,170        7,728        442      5.4
CN0109300000000   01     093   Marion County, AL                                 2007        13,007       12,314        693      5.3
CN0109500000000   01     095   Marshall County, AL                               2007        41,398       39,946      1,452      3.5
CN0109700000000   01     097   Mobile County, AL                                 2007       184,901      177,341      7,560      4.1
CN0109900000000   01     099   Monroe County, AL                                 2007         8,971        8,381        590      6.6
CN0110100000000   01     101   Montgomery County, AL                             2007       106,395      101,939      4,456      4.2
CN0110300000000   01     103   Morgan County, AL                                 2007        56,760       54,729      2,031      3.6
CN0110500000000   01     105   Perry County, AL                                  2007         3,554        3,248        306      8.6
CN0110700000000   01     107   Pickens County, AL                                2007         8,034        7,624        410      5.1
CN0110900000000   01     109   Pike County, AL                                   2007        15,609       14,967        642      4.1
CN0111100000000   01     111   Randolph County, AL                               2007         9,510        9,017        493      5.2
CN0111300000000   01     113   Russell County, AL                                2007        21,792       20,442      1,350      6.2
CN0111500000000   01     115   St. Clair County, AL                              2007        36,117       34,862      1,255      3.5
CN0111700000000   01     117   Shelby County, AL                                 2007        99,839       97,177      2,662      2.7
CN0111900000000   01     119   Sumter County, AL                                 2007         4,791        4,472        319      6.7
CN0112100000000   01     121   Talladega County, AL                              2007        39,019       36,949      2,070      5.3
CN0112300000000   01     123   Tallapoosa County, AL                             2007        18,357       17,364        993      5.4
CN0112500000000   01     125   Tuscaloosa County, AL                             2007        89,193       86,200      2,993      3.4
CN0112700000000   01     127   Walker County, AL                                 2007        29,122       27,839      1,283      4.4
CN0112900000000   01     129   Washington County, AL                             2007         7,020        6,595        425      6.1
CN0113100000000   01     131   Wilcox County, AL                                 2007         3,450        3,110        340      9.9
CN0113300000000   01     133   Winston County, AL                                2007        10,313        9,725        588      5.7
CN0201300000000   02     013   Aleutians East Borough, AK                        2007         1,091        1,006         85      7.8
CN0201600000000   02     016   Aleutians West Census Area, AK                    2007         3,081        2,915        166      5.4
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2007       150,839      143,224      7,615      5.0
CN0205000000000   02     050   Bethel Census Area, AK                            2007         6,935        6,057        878     12.7
CN0206000000000   02     060   Bristol Bay Borough, AK                           2007         1,062        1,012         50      4.7
CN0206800000000   02     068   Denali Borough, AK                                2007         1,597        1,499         98      6.1
CN0207000000000   02     070   Dillingham Census Area, AK                        2007         2,040        1,856        184      9.0
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2007        45,319       42,824      2,495      5.5
CN0210000000000   02     100   Haines Borough, AK                                2007         1,443        1,337        106      7.3
CN0211000000000   02     110   Juneau Borough/city, AK                           2007        18,433       17,611        822      4.5
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2007        25,654       23,653      2,001      7.8
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2007         8,208        7,749        459      5.6
CN0215000000000   02     150   Kodiak Island Borough, AK                         2007         6,132        5,751        381      6.2
CN0215800000000   02     158   Kusilvak Census Area, AK                          2007         2,576        2,056        520     20.2
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2007         1,164        1,101         63      5.4
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2007        39,736       36,906      2,830      7.1
CN0218000000000   02     180   Nome Census Area, AK                              2007         3,788        3,372        416     11.0
CN0218500000000   02     185   North Slope Borough, AK                           2007         4,666        4,417        249      5.3
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2007         2,962        2,644        318     10.7
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2007         2,269        1,964        305     13.4
CN0222000000000   02     220   Sitka Borough/city, AK                            2007         4,628        4,394        234      5.1
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             2007         1,920        1,683        237     12.3
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2007         3,548        3,243        305      8.6
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2007         5,208        4,773        435      8.4
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2007         2,868        2,595        273      9.5
CN0228200000000   02     282   Yakutat Borough/city, AK                          2007           307          286         21      6.8
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2007         2,756        2,380        376     13.6
CN0400100000000   04     001   Apache County, AZ                                 2007        20,077       18,351      1,726      8.6
CN0400300000000   04     003   Cochise County, AZ                                2007        56,983       54,709      2,274      4.0
CN0400500000000   04     005   Coconino County, AZ                               2007        70,388       67,814      2,574      3.7
CN0400700000000   04     007   Gila County, AZ                                   2007        21,059       20,173        886      4.2
CN0400900000000   04     009   Graham County, AZ                                 2007        14,221       13,624        597      4.2
CN0401100000000   04     011   Greenlee County, AZ                               2007         3,979        3,852        127      3.2
CN0401200000000   04     012   La Paz County, AZ                                 2007         7,614        7,232        382      5.0
CN0401300000000   04     013   Maricopa County, AZ                               2007     1,935,839    1,874,182     61,657      3.2
CN0401500000000   04     015   Mohave County, AZ                                 2007        90,964       86,816      4,148      4.6
CN0401700000000   04     017   Navajo County, AZ                                 2007        38,032       35,636      2,396      6.3
CN0401900000000   04     019   Pima County, AZ                                   2007       456,210      439,740     16,470      3.6
CN0402100000000   04     021   Pinal County, AZ                                  2007       111,050      106,097      4,953      4.5
CN0402300000000   04     023   Santa Cruz County, AZ                             2007        17,058       15,828      1,230      7.2
CN0402500000000   04     025   Yavapai County, AZ                                2007        97,122       93,610      3,512      3.6
CN0402700000000   04     027   Yuma County, AZ                                   2007        78,208       67,478     10,730     13.7
CN0500100000000   05     001   Arkansas County, AR                               2007        11,833       10,784      1,049      8.9
CN0500300000000   05     003   Ashley County, AR                                 2007         9,359        8,586        773      8.3
CN0500500000000   05     005   Baxter County, AR                                 2007        17,509       16,545        964      5.5
CN0500700000000   05     007   Benton County, AR                                 2007       103,619       99,669      3,950      3.8
CN0500900000000   05     009   Boone County, AR                                  2007        16,758       15,895        863      5.1
CN0501100000000   05     011   Bradley County, AR                                2007         5,722        5,368        354      6.2
CN0501300000000   05     013   Calhoun County, AR                                2007         2,603        2,425        178      6.8
CN0501500000000   05     015   Carroll County, AR                                2007        13,830       13,223        607      4.4
CN0501700000000   05     017   Chicot County, AR                                 2007         4,931        4,517        414      8.4
CN0501900000000   05     019   Clark County, AR                                  2007        10,921       10,301        620      5.7
CN0502100000000   05     021   Clay County, AR                                   2007         6,664        6,037        627      9.4
CN0502300000000   05     023   Cleburne County, AR                               2007        11,531       10,819        712      6.2
CN0502500000000   05     025   Cleveland County, AR                              2007         4,124        3,885        239      5.8
CN0502700000000   05     027   Columbia County, AR                               2007        10,893       10,171        722      6.6
CN0502900000000   05     029   Conway County, AR                                 2007         9,936        9,445        491      4.9
CN0503100000000   05     031   Craighead County, AR                              2007        45,366       43,058      2,308      5.1
CN0503300000000   05     033   Crawford County, AR                               2007        28,182       26,783      1,399      5.0
CN0503500000000   05     035   Crittenden County, AR                             2007        22,118       20,653      1,465      6.6
CN0503700000000   05     037   Cross County, AR                                  2007         8,346        7,720        626      7.5
CN0503900000000   05     039   Dallas County, AR                                 2007         3,830        3,556        274      7.2
CN0504100000000   05     041   Desha County, AR                                  2007         6,099        5,487        612     10.0
CN0504300000000   05     043   Drew County, AR                                   2007         8,390        7,757        633      7.5
CN0504500000000   05     045   Faulkner County, AR                               2007        54,457       52,032      2,425      4.5
CN0504700000000   05     047   Franklin County, AR                               2007         8,483        8,097        386      4.6
CN0504900000000   05     049   Fulton County, AR                                 2007         5,099        4,841        258      5.1
CN0505100000000   05     051   Garland County, AR                                2007        42,151       39,798      2,353      5.6
CN0505300000000   05     053   Grant County, AR                                  2007         8,471        8,045        426      5.0
CN0505500000000   05     055   Greene County, AR                                 2007        18,430       17,212      1,218      6.6
CN0505700000000   05     057   Hempstead County, AR                              2007        10,831       10,183        648      6.0
CN0505900000000   05     059   Hot Spring County, AR                             2007        15,268       14,443        825      5.4
CN0506100000000   05     061   Howard County, AR                                 2007         6,365        6,013        352      5.5
CN0506300000000   05     063   Independence County, AR                           2007        17,161       16,086      1,075      6.3
CN0506500000000   05     065   Izard County, AR                                  2007         5,372        5,051        321      6.0
CN0506700000000   05     067   Jackson County, AR                                2007         7,787        7,192        595      7.6
CN0506900000000   05     069   Jefferson County, AR                              2007        35,111       32,441      2,670      7.6
CN0507100000000   05     071   Johnson County, AR                                2007        11,287       10,735        552      4.9
CN0507300000000   05     073   Lafayette County, AR                              2007         3,101        2,866        235      7.6
CN0507500000000   05     075   Lawrence County, AR                               2007         7,303        6,795        508      7.0
CN0507700000000   05     077   Lee County, AR                                    2007         3,588        3,247        341      9.5
CN0507900000000   05     079   Lincoln County, AR                                2007         4,978        4,582        396      8.0
CN0508100000000   05     081   Little River County, AR                           2007         6,449        6,176        273      4.2
CN0508300000000   05     083   Logan County, AR                                  2007        10,432        9,904        528      5.1
CN0508500000000   05     085   Lonoke County, AR                                 2007        31,278       29,891      1,387      4.4
CN0508700000000   05     087   Madison County, AR                                2007         7,675        7,357        318      4.1
CN0508900000000   05     089   Marion County, AR                                 2007         6,957        6,575        382      5.5
CN0509100000000   05     091   Miller County, AR                                 2007        19,523       18,638        885      4.5
CN0509300000000   05     093   Mississippi County, AR                            2007        21,330       19,755      1,575      7.4
CN0509500000000   05     095   Monroe County, AR                                 2007         3,846        3,584        262      6.8
CN0509700000000   05     097   Montgomery County, AR                             2007         4,205        3,980        225      5.4
CN0509900000000   05     099   Nevada County, AR                                 2007         4,304        4,056        248      5.8
CN0510100000000   05     101   Newton County, AR                                 2007         3,473        3,294        179      5.2
CN0510300000000   05     103   Ouachita County, AR                               2007        11,895       11,017        878      7.4
CN0510500000000   05     105   Perry County, AR                                  2007         4,770        4,535        235      4.9
CN0510700000000   05     107   Phillips County, AR                               2007         8,941        8,282        659      7.4
CN0510900000000   05     109   Pike County, AR                                   2007         5,170        4,873        297      5.7
CN0511100000000   05     111   Poinsett County, AR                               2007        10,779        9,986        793      7.4
CN0511300000000   05     113   Polk County, AR                                   2007         8,783        8,345        438      5.0
CN0511500000000   05     115   Pope County, AR                                   2007        29,863       28,420      1,443      4.8
CN0511700000000   05     117   Prairie County, AR                                2007         4,376        4,121        255      5.8
CN0511900000000   05     119   Pulaski County, AR                                2007       188,562      179,494      9,068      4.8
CN0512100000000   05     121   Randolph County, AR                               2007         7,568        6,856        712      9.4
CN0512300000000   05     123   St. Francis County, AR                            2007        10,427        9,409      1,018      9.8
CN0512500000000   05     125   Saline County, AR                                 2007        48,397       46,342      2,055      4.2
CN0512700000000   05     127   Scott County, AR                                  2007         4,813        4,588        225      4.7
CN0512900000000   05     129   Searcy County, AR                                 2007         3,579        3,401        178      5.0
CN0513100000000   05     131   Sebastian County, AR                              2007        61,570       58,352      3,218      5.2
CN0513300000000   05     133   Sevier County, AR                                 2007         7,694        7,372        322      4.2
CN0513500000000   05     135   Sharp County, AR                                  2007         6,364        5,929        435      6.8
CN0513700000000   05     137   Stone County, AR                                  2007         4,740        4,466        274      5.8
CN0513900000000   05     139   Union County, AR                                  2007        19,204       17,869      1,335      7.0
CN0514100000000   05     141   Van Buren County, AR                              2007         6,964        6,545        419      6.0
CN0514300000000   05     143   Washington County, AR                             2007       103,418       99,365      4,053      3.9
CN0514500000000   05     145   White County, AR                                  2007        31,667       29,556      2,111      6.7
CN0514700000000   05     147   Woodruff County, AR                               2007         3,494        3,185        309      8.8
CN0514900000000   05     149   Yell County, AR                                   2007        10,500       10,043        457      4.4
CN0600100000000   06     001   Alameda County, CA                                2007       746,245      711,529     34,716      4.7
CN0600300000000   06     003   Alpine County, CA                                 2007           494          455         39      7.9
CN0600500000000   06     005   Amador County, CA                                 2007        17,725       16,707      1,018      5.7
CN0600700000000   06     007   Butte County, CA                                  2007       101,348       94,674      6,674      6.6
CN0600900000000   06     009   Calaveras County, CA                              2007        20,749       19,431      1,318      6.4
CN0601100000000   06     011   Colusa County, CA                                 2007        10,223        9,033      1,190     11.6
CN0601300000000   06     013   Contra Costa County, CA                           2007       515,040      491,176     23,864      4.6
CN0601500000000   06     015   Del Norte County, CA                              2007        11,041       10,219        822      7.4
CN0601700000000   06     017   El Dorado County, CA                              2007        90,504       85,874      4,630      5.1
CN0601900000000   06     019   Fresno County, CA                                 2007       418,979      383,536     35,443      8.5
CN0602100000000   06     021   Glenn County, CA                                  2007        11,986       10,942      1,044      8.7
CN0602300000000   06     023   Humboldt County, CA                               2007        59,356       55,883      3,473      5.9
CN0602500000000   06     025   Imperial County, CA                               2007        65,955       54,157     11,798     17.9
CN0602700000000   06     027   Inyo County, CA                                   2007         8,897        8,463        434      4.9
CN0602900000000   06     029   Kern County, CA                                   2007       345,537      317,580     27,957      8.1
CN0603100000000   06     031   Kings County, CA                                  2007        57,381       52,455      4,926      8.6
CN0603300000000   06     033   Lake County, CA                                   2007        24,065       22,053      2,012      8.4
CN0603500000000   06     035   Lassen County, CA                                 2007        12,449       11,445      1,004      8.1
CN0603700000000   06     037   Los Angeles County, CA                            2007     4,864,654    4,614,575    250,079      5.1
CN0603900000000   06     039   Madera County, CA                                 2007        63,434       58,735      4,699      7.4
CN0604100000000   06     041   Marin County, CA                                  2007       132,106      127,331      4,775      3.6
CN0604300000000   06     043   Mariposa County, CA                               2007         9,072        8,532        540      6.0
CN0604500000000   06     045   Mendocino County, CA                              2007        43,171       40,823      2,348      5.4
CN0604700000000   06     047   Merced County, CA                                 2007        99,923       89,973      9,950     10.0
CN0604900000000   06     049   Modoc County, CA                                  2007         3,900        3,589        311      8.0
CN0605100000000   06     051   Mono County, CA                                   2007         8,143        7,756        387      4.8
CN0605300000000   06     053   Monterey County, CA                               2007       205,698      191,156     14,542      7.1
CN0605500000000   06     055   Napa County, CA                                   2007        73,342       70,424      2,918      4.0
CN0605700000000   06     057   Nevada County, CA                                 2007        50,195       47,812      2,383      4.7
CN0605900000000   06     059   Orange County, CA                                 2007     1,608,580    1,546,709     61,871      3.8
CN0606100000000   06     061   Placer County, CA                                 2007       172,718      164,566      8,152      4.7
CN0606300000000   06     063   Plumas County, CA                                 2007         9,958        9,117        841      8.4
CN0606500000000   06     065   Riverside County, CA                              2007       903,169      849,266     53,903      6.0
CN0606700000000   06     067   Sacramento County, CA                             2007       676,692      640,320     36,372      5.4
CN0606900000000   06     069   San Benito County, CA                             2007        24,032       22,312      1,720      7.2
CN0607100000000   06     071   San Bernardino County, CA                         2007       863,306      815,449     47,857      5.5
CN0607300000000   06     073   San Diego County, CA                              2007     1,517,503    1,449,165     68,338      4.5
CN0607500000000   06     075   San Francisco County/city, CA                     2007       433,197      415,008     18,189      4.2
CN0607700000000   06     077   San Joaquin County, CA                            2007       288,930      265,796     23,134      8.0
CN0607900000000   06     079   San Luis Obispo County, CA                        2007       134,219      128,525      5,694      4.2
CN0608100000000   06     081   San Mateo County, CA                              2007       370,061      356,109     13,952      3.8
CN0608300000000   06     083   Santa Barbara County, CA                          2007       213,781      204,561      9,220      4.3
CN0608500000000   06     085   Santa Clara County, CA                            2007       844,626      805,447     39,179      4.6
CN0608700000000   06     087   Santa Cruz County, CA                             2007       144,897      136,424      8,473      5.8
CN0608900000000   06     089   Shasta County, CA                                 2007        82,629       76,499      6,130      7.4
CN0609100000000   06     091   Sierra County, CA                                 2007         1,611        1,485        126      7.8
CN0609300000000   06     093   Siskiyou County, CA                               2007        18,805       17,226      1,579      8.4
CN0609500000000   06     095   Solano County, CA                                 2007       208,475      197,599     10,876      5.2
CN0609700000000   06     097   Sonoma County, CA                                 2007       257,688      246,623     11,065      4.3
CN0609900000000   06     099   Stanislaus County, CA                             2007       227,104      207,607     19,497      8.6
CN0610100000000   06     101   Sutter County, CA                                 2007        41,020       37,094      3,926      9.6
CN0610300000000   06     103   Tehama County, CA                                 2007        24,887       23,106      1,781      7.2
CN0610500000000   06     105   Trinity County, CA                                2007         5,028        4,508        520     10.3
CN0610700000000   06     107   Tulare County, CA                                 2007       191,736      174,194     17,542      9.1
CN0610900000000   06     109   Tuolumne County, CA                               2007        25,806       24,223      1,583      6.1
CN0611100000000   06     111   Ventura County, CA                                2007       423,646      403,179     20,467      4.8
CN0611300000000   06     113   Yolo County, CA                                   2007        97,644       92,108      5,536      5.7
CN0611500000000   06     115   Yuba County, CA                                   2007        27,369       24,861      2,508      9.2
CN0800100000000   08     001   Adams County, CO                                  2007       221,445      212,201      9,244      4.2
CN0800300000000   08     003   Alamosa County, CO                                2007         8,424        8,094        330      3.9
CN0800500000000   08     005   Arapahoe County, CO                               2007       307,557      296,142     11,415      3.7
CN0800700000000   08     007   Archuleta County, CO                              2007         6,661        6,411        250      3.8
CN0800900000000   08     009   Baca County, CO                                   2007         2,420        2,360         60      2.5
CN0801100000000   08     011   Bent County, CO                                   2007         2,444        2,327        117      4.8
CN0801300000000   08     013   Boulder County, CO                                2007       175,158      169,467      5,691      3.2
CN0801400000000   08     014   Broomfield County/city, CO                        2007        30,245       29,189      1,056      3.5
CN0801500000000   08     015   Chaffee County, CO                                2007         8,282        7,989        293      3.5
CN0801700000000   08     017   Cheyenne County, CO                               2007         1,378        1,344         34      2.5
CN0801900000000   08     019   Clear Creek County, CO                            2007         5,696        5,490        206      3.6
CN0802100000000   08     021   Conejos County, CO                                2007         3,670        3,469        201      5.5
CN0802300000000   08     023   Costilla County, CO                               2007         1,314        1,222         92      7.0
CN0802500000000   08     025   Crowley County, CO                                2007         1,939        1,818        121      6.2
CN0802700000000   08     027   Custer County, CO                                 2007         2,011        1,932         79      3.9
CN0802900000000   08     029   Delta County, CO                                  2007        16,555       16,014        541      3.3
CN0803100000000   08     031   Denver County/city, CO                            2007       317,494      304,470     13,024      4.1
CN0803300000000   08     033   Dolores County, CO                                2007         1,039          988         51      4.9
CN0803500000000   08     035   Douglas County, CO                                2007       156,306      151,479      4,827      3.1
CN0803700000000   08     037   Eagle County, CO                                  2007        31,199       30,324        875      2.8
CN0803900000000   08     039   Elbert County, CO                                 2007        12,909       12,438        471      3.6
CN0804100000000   08     041   El Paso County, CO                                2007       300,057      287,425     12,632      4.2
CN0804300000000   08     043   Fremont County, CO                                2007        19,814       18,888        926      4.7
CN0804500000000   08     045   Garfield County, CO                               2007        35,252       34,395        857      2.4
CN0804700000000   08     047   Gilpin County, CO                                 2007         3,444        3,325        119      3.5
CN0804900000000   08     049   Grand County, CO                                  2007         9,239        9,001        238      2.6
CN0805100000000   08     051   Gunnison County, CO                               2007         9,604        9,337        267      2.8
CN0805300000000   08     053   Hinsdale County, CO                               2007           615          597         18      2.9
CN0805500000000   08     055   Huerfano County, CO                               2007         3,382        3,223        159      4.7
CN0805700000000   08     057   Jackson County, CO                                2007         1,113        1,085         28      2.5
CN0805900000000   08     059   Jefferson County, CO                              2007       305,986      294,922     11,064      3.6
CN0806100000000   08     061   Kiowa County, CO                                  2007           919          895         24      2.6
CN0806300000000   08     063   Kit Carson County, CO                             2007         4,514        4,394        120      2.7
CN0806500000000   08     065   Lake County, CO                                   2007         4,062        3,919        143      3.5
CN0806700000000   08     067   La Plata County, CO                               2007        31,278       30,415        863      2.8
CN0806900000000   08     069   Larimer County, CO                                2007       173,516      167,722      5,794      3.3
CN0807100000000   08     071   Las Animas County, CO                             2007         8,769        8,456        313      3.6
CN0807300000000   08     073   Lincoln County, CO                                2007         3,041        2,949         92      3.0
CN0807500000000   08     075   Logan County, CO                                  2007        11,421       11,074        347      3.0
CN0807700000000   08     077   Mesa County, CO                                   2007        78,551       76,092      2,459      3.1
CN0807900000000   08     079   Mineral County, CO                                2007           475          455         20      4.2
CN0808100000000   08     081   Moffat County, CO                                 2007         8,596        8,335        261      3.0
CN0808300000000   08     083   Montezuma County, CO                              2007        13,286       12,778        508      3.8
CN0808500000000   08     085   Montrose County, CO                               2007        20,924       20,184        740      3.5
CN0808700000000   08     087   Morgan County, CO                                 2007        14,344       13,870        474      3.3
CN0808900000000   08     089   Otero County, CO                                  2007         8,887        8,449        438      4.9
CN0809100000000   08     091   Ouray County, CO                                  2007         3,077        2,988         89      2.9
CN0809300000000   08     093   Park County, CO                                   2007         9,684        9,339        345      3.6
