                               Labor Force Data by County, 2000 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2000        21,861       20,971        890      4.1
CN0100300000000   01     003   Baldwin County, AL                                2000        69,979       67,370      2,609      3.7
CN0100500000000   01     005   Barbour County, AL                                2000        11,449       10,812        637      5.6
CN0100700000000   01     007   Bibb County, AL                                   2000         8,623        8,160        463      5.4
CN0100900000000   01     009   Blount County, AL                                 2000        25,266       24,375        891      3.5
CN0101100000000   01     011   Bullock County, AL                                2000         3,997        3,656        341      8.5
CN0101300000000   01     013   Butler County, AL                                 2000         9,221        8,496        725      7.9
CN0101500000000   01     015   Calhoun County, AL                                2000        53,244       50,522      2,722      5.1
CN0101700000000   01     017   Chambers County, AL                               2000        17,486       16,709        777      4.4
CN0101900000000   01     019   Cherokee County, AL                               2000        11,378       10,862        516      4.5
CN0102100000000   01     021   Chilton County, AL                                2000        19,601       18,752        849      4.3
CN0102300000000   01     023   Choctaw County, AL                                2000         6,226        5,815        411      6.6
CN0102500000000   01     025   Clarke County, AL                                 2000        11,677       10,814        863      7.4
CN0102700000000   01     027   Clay County, AL                                   2000         6,608        6,199        409      6.2
CN0102900000000   01     029   Cleburne County, AL                               2000         7,002        6,715        287      4.1
CN0103100000000   01     031   Coffee County, AL                                 2000        20,037       18,861      1,176      5.9
CN0103300000000   01     033   Colbert County, AL                                2000        26,124       24,657      1,467      5.6
CN0103500000000   01     035   Conecuh County, AL                                2000         5,521        5,158        363      6.6
CN0103700000000   01     037   Coosa County, AL                                  2000         5,329        5,038        291      5.5
CN0103900000000   01     039   Covington County, AL                              2000        17,436       16,221      1,215      7.0
CN0104100000000   01     041   Crenshaw County, AL                               2000         6,155        5,800        355      5.8
CN0104300000000   01     043   Cullman County, AL                                2000        38,898       37,274      1,624      4.2
CN0104500000000   01     045   Dale County, AL                                   2000        20,923       19,820      1,103      5.3
CN0104700000000   01     047   Dallas County, AL                                 2000        17,948       16,487      1,461      8.1
CN0104900000000   01     049   DeKalb County, AL                                 2000        32,516       31,194      1,322      4.1
CN0105100000000   01     051   Elmore County, AL                                 2000        31,195       29,944      1,251      4.0
CN0105300000000   01     053   Escambia County, AL                               2000        16,199       15,348        851      5.3
CN0105500000000   01     055   Etowah County, AL                                 2000        48,496       45,652      2,844      5.9
CN0105700000000   01     057   Fayette County, AL                                2000         8,332        7,839        493      5.9
CN0105900000000   01     059   Franklin County, AL                               2000        14,729       13,756        973      6.6
CN0106100000000   01     061   Geneva County, AL                                 2000        12,261       11,631        630      5.1
CN0106300000000   01     063   Greene County, AL                                 2000         3,534        3,291        243      6.9
CN0106500000000   01     065   Hale County, AL                                   2000         7,023        6,596        427      6.1
CN0106700000000   01     067   Henry County, AL                                  2000         7,684        7,302        382      5.0
CN0106900000000   01     069   Houston County, AL                                2000        45,464       43,444      2,020      4.4
CN0107100000000   01     071   Jackson County, AL                                2000        28,083       26,612      1,471      5.2
CN0107300000000   01     073   Jefferson County, AL                              2000       331,141      317,868     13,273      4.0
CN0107500000000   01     075   Lamar County, AL                                  2000         7,497        6,970        527      7.0
CN0107700000000   01     077   Lauderdale County, AL                             2000        43,733       41,531      2,202      5.0
CN0107900000000   01     079   Lawrence County, AL                               2000        16,682       15,843        839      5.0
CN0108100000000   01     081   Lee County, AL                                    2000        58,396       56,042      2,354      4.0
CN0108300000000   01     083   Limestone County, AL                              2000        33,039       31,770      1,269      3.8
CN0108500000000   01     085   Lowndes County, AL                                2000         5,087        4,732        355      7.0
CN0108700000000   01     087   Macon County, AL                                  2000         9,139        8,606        533      5.8
CN0108900000000   01     089   Madison County, AL                                2000       149,626      144,268      5,358      3.6
CN0109100000000   01     091   Marengo County, AL                                2000         9,072        8,594        478      5.3
CN0109300000000   01     093   Marion County, AL                                 2000        14,302       13,339        963      6.7
CN0109500000000   01     095   Marshall County, AL                               2000        40,809       38,836      1,973      4.8
CN0109700000000   01     097   Mobile County, AL                                 2000       186,171      176,895      9,276      5.0
CN0109900000000   01     099   Monroe County, AL                                 2000        10,343        9,669        674      6.5
CN0110100000000   01     101   Montgomery County, AL                             2000       106,415      101,919      4,496      4.2
CN0110300000000   01     103   Morgan County, AL                                 2000        56,614       54,205      2,409      4.3
CN0110500000000   01     105   Perry County, AL                                  2000         4,132        3,747        385      9.3
CN0110700000000   01     107   Pickens County, AL                                2000         8,657        8,000        657      7.6
CN0110900000000   01     109   Pike County, AL                                   2000        14,153       13,364        789      5.6
CN0111100000000   01     111   Randolph County, AL                               2000        10,026        9,534        492      4.9
CN0111300000000   01     113   Russell County, AL                                2000        22,142       21,109      1,033      4.7
CN0111500000000   01     115   St. Clair County, AL                              2000        31,555       30,359      1,196      3.8
CN0111700000000   01     117   Shelby County, AL                                 2000        82,798       80,512      2,286      2.8
CN0111900000000   01     119   Sumter County, AL                                 2000         5,420        4,922        498      9.2
CN0112100000000   01     121   Talladega County, AL                              2000        35,828       33,954      1,874      5.2
CN0112300000000   01     123   Tallapoosa County, AL                             2000        19,486       18,522        964      4.9
CN0112500000000   01     125   Tuscaloosa County, AL                             2000        82,181       78,918      3,263      4.0
CN0112700000000   01     127   Walker County, AL                                 2000        31,714       29,851      1,863      5.9
CN0112900000000   01     129   Washington County, AL                             2000         7,781        7,243        538      6.9
CN0113100000000   01     131   Wilcox County, AL                                 2000         3,968        3,617        351      8.8
CN0113300000000   01     133   Winston County, AL                                2000        11,768       10,841        927      7.9
CN0201300000000   02     013   Aleutians East Borough, AK                        2000           942          860         82      8.7
CN0201600000000   02     016   Aleutians West Census Area, AK                    2000         2,738        2,597        141      5.1
