                               Labor Force Data by County, 1996 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                1996        20,263       19,474        789      3.9
CN0100300000000   01     003   Baldwin County, AL                                1996        63,985       61,145      2,840      4.4
CN0100500000000   01     005   Barbour County, AL                                1996        12,515       11,322      1,193      9.5
CN0100700000000   01     007   Bibb County, AL                                   1996         7,888        7,326        562      7.1
CN0100900000000   01     009   Blount County, AL                                 1996        21,685       20,974        711      3.3
CN0101100000000   01     011   Bullock County, AL                                1996         4,560        3,893        667     14.6
CN0101300000000   01     013   Butler County, AL                                 1996         9,970        9,055        915      9.2
CN0101500000000   01     015   Calhoun County, AL                                1996        52,929       49,628      3,301      6.2
CN0101700000000   01     017   Chambers County, AL                               1996        16,842       15,975        867      5.1
CN0101900000000   01     019   Cherokee County, AL                               1996        10,510       10,049        461      4.4
CN0102100000000   01     021   Chilton County, AL                                1996        17,655       16,798        857      4.9
CN0102300000000   01     023   Choctaw County, AL                                1996         6,303        5,425        878     13.9
CN0102500000000   01     025   Clarke County, AL                                 1996        14,744       13,435      1,309      8.9
CN0102700000000   01     027   Clay County, AL                                   1996         6,616        6,291        325      4.9
CN0102900000000   01     029   Cleburne County, AL                               1996         7,112        6,798        314      4.4
CN0103100000000   01     031   Coffee County, AL                                 1996        21,510       20,430      1,080      5.0
CN0103300000000   01     033   Colbert County, AL                                1996        26,914       25,053      1,861      6.9
CN0103500000000   01     035   Conecuh County, AL                                1996         6,937        6,077        860     12.4
CN0103700000000   01     037   Coosa County, AL                                  1996         5,327        5,070        257      4.8
CN0103900000000   01     039   Covington County, AL                              1996        17,628       16,221      1,407      8.0
CN0104100000000   01     041   Crenshaw County, AL                               1996         6,047        5,499        548      9.1
CN0104300000000   01     043   Cullman County, AL                                1996        37,549       35,770      1,779      4.7
CN0104500000000   01     045   Dale County, AL                                   1996        21,005       19,894      1,111      5.3
CN0104700000000   01     047   Dallas County, AL                                 1996        20,213       17,705      2,508     12.4
CN0104900000000   01     049   DeKalb County, AL                                 1996        31,661       29,831      1,830      5.8
CN0105100000000   01     051   Elmore County, AL                                 1996        27,378       26,329      1,049      3.8
CN0105300000000   01     053   Escambia County, AL                               1996        16,360       15,350      1,010      6.2
CN0105500000000   01     055   Etowah County, AL                                 1996        48,861       46,232      2,629      5.4
CN0105700000000   01     057   Fayette County, AL                                1996         8,507        8,148        359      4.2
CN0105900000000   01     059   Franklin County, AL                               1996        16,542       15,339      1,203      7.3
CN0106100000000   01     061   Geneva County, AL                                 1996        11,911       10,902      1,009      8.5
CN0106300000000   01     063   Greene County, AL                                 1996         3,585        2,937        648     18.1
CN0106500000000   01     065   Hale County, AL                                   1996         7,151        6,566        585      8.2
CN0106700000000   01     067   Henry County, AL                                  1996         6,455        6,020        435      6.7
CN0106900000000   01     069   Houston County, AL                                1996        43,466       41,640      1,826      4.2
CN0107100000000   01     071   Jackson County, AL                                1996        25,975       23,526      2,449      9.4
CN0107300000000   01     073   Jefferson County, AL                              1996       327,151      315,627     11,524      3.5
CN0107500000000   01     075   Lamar County, AL                                  1996         7,919        7,386        533      6.7
CN0107700000000   01     077   Lauderdale County, AL                             1996        43,297       40,740      2,557      5.9
CN0107900000000   01     079   Lawrence County, AL                               1996        15,808       14,765      1,043      6.6
CN0108100000000   01     081   Lee County, AL                                    1996        47,611       46,062      1,549      3.3
CN0108300000000   01     083   Limestone County, AL                              1996        27,468       26,194      1,274      4.6
CN0108500000000   01     085   Lowndes County, AL                                1996         4,302        3,672        630     14.6
CN0108700000000   01     087   Macon County, AL                                  1996         8,224        7,582        642      7.8
CN0108900000000   01     089   Madison County, AL                                1996       135,873      131,409      4,464      3.3
CN0109100000000   01     091   Marengo County, AL                                1996        11,157       10,112      1,045      9.4
CN0109300000000   01     093   Marion County, AL                                 1996        15,885       14,707      1,178      7.4
CN0109500000000   01     095   Marshall County, AL                               1996        39,631       37,315      2,316      5.8
CN0109700000000   01     097   Mobile County, AL                                 1996       193,735      182,944     10,791      5.6
CN0109900000000   01     099   Monroe County, AL                                 1996        10,642        9,041      1,601     15.0
CN0110100000000   01     101   Montgomery County, AL                             1996       107,929      103,377      4,552      4.2
CN0110300000000   01     103   Morgan County, AL                                 1996        53,811       51,245      2,566      4.8
CN0110500000000   01     105   Perry County, AL                                  1996         4,509        3,939        570     12.6
CN0110700000000   01     107   Pickens County, AL                                1996         8,894        8,062        832      9.4
CN0110900000000   01     109   Pike County, AL                                   1996        13,537       12,643        894      6.6
CN0111100000000   01     111   Randolph County, AL                               1996         9,661        9,087        574      5.9
CN0111300000000   01     113   Russell County, AL                                1996        25,081       23,919      1,162      4.6
CN0111500000000   01     115   St. Clair County, AL                              1996        28,578       27,645        933      3.3
CN0111700000000   01     117   Shelby County, AL                                 1996        71,941       70,538      1,403      2.0
CN0111900000000   01     119   Sumter County, AL                                 1996         6,217        5,438        779     12.5
CN0112100000000   01     121   Talladega County, AL                              1996        35,749       32,913      2,836      7.9
CN0112300000000   01     123   Tallapoosa County, AL                             1996        20,526       19,326      1,200      5.8
CN0112500000000   01     125   Tuscaloosa County, AL                             1996        78,151       75,339      2,812      3.6
CN0112700000000   01     127   Walker County, AL                                 1996        30,371       28,397      1,974      6.5
CN0112900000000   01     129   Washington County, AL                             1996         6,194        5,493        701     11.3
CN0113100000000   01     131   Wilcox County, AL                                 1996         3,883        3,335        548     14.1
CN0113300000000   01     133   Winston County, AL                                1996        13,067       12,243        824      6.3
CN0201300000000   02     013   Aleutians East Borough, AK                        1996         1,603        1,537         66      4.1
CN0201600000000   02     016   Aleutians West Census Area, AK                    1996         2,319        2,230         89      3.8
CN0202000000000   02     020   Anchorage Borough/municipality, AK                1996       134,880      127,872      7,008      5.2
CN0205000000000   02     050   Bethel Census Area, AK                            1996         5,916        5,375        541      9.1
CN0206000000000   02     060   Bristol Bay Borough, AK                           1996           583          543         40      6.9
CN0206800000000   02     068   Denali Borough, AK                                1996         1,205        1,102        103      8.5
CN0207000000000   02     070   Dillingham Census Area, AK                        1996         1,699        1,571        128      7.5
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  1996        42,624       39,525      3,099      7.3
CN0210000000000   02     100   Haines Borough, AK                                1996         1,175        1,045        130     11.1
CN0211000000000   02     110   Juneau Borough/city, AK                           1996        17,026       16,032        994      5.8
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       1996        22,109       19,166      2,943     13.3
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     1996         7,893        7,241        652      8.3
CN0215000000000   02     150   Kodiak Island Borough, AK                         1996         7,416        6,750        666      9.0
CN0215800000000   02     158   Kusilvak Census Area, AK                          1996         1,925        1,728        197     10.2
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    1996           587          542         45      7.7
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     1996        26,679       23,933      2,746     10.3
CN0218000000000   02     180   Nome Census Area, AK                              1996         3,398        2,978        420     12.4
CN0218500000000   02     185   North Slope Borough, AK                           1996         3,233        3,084        149      4.6
CN0218800000000   02     188   Northwest Arctic Borough, AK                      1996         2,246        1,851        395     17.6
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   1996         3,411        2,976        435     12.8
CN0222000000000   02     220   Sitka Borough/city, AK                            1996         4,507        4,219        288      6.4
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             1996         2,255        2,122        133      5.9
