                               Labor Force Data by County, 2013 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2013        25,783       24,155      1,628      6.3
CN0100300000000   01     003   Baldwin County, AL                                2013        85,206       79,466      5,740      6.7
CN0100500000000   01     005   Barbour County, AL                                2013         9,096        8,152        944     10.4
CN0100700000000   01     007   Bibb County, AL                                   2013         8,699        8,000        699      8.0
CN0100900000000   01     009   Blount County, AL                                 2013        24,860       23,277      1,583      6.4
CN0101100000000   01     011   Bullock County, AL                                2013         4,774        4,322        452      9.5
CN0101300000000   01     013   Butler County, AL                                 2013         9,144        8,189        955     10.4
CN0101500000000   01     015   Calhoun County, AL                                2013        48,381       44,068      4,313      8.9
CN0101700000000   01     017   Chambers County, AL                               2013        15,263       14,028      1,235      8.1
CN0101900000000   01     019   Cherokee County, AL                               2013        11,392       10,627        765      6.7
CN0102100000000   01     021   Chilton County, AL                                2013        19,339       18,052      1,287      6.7
CN0102300000000   01     023   Choctaw County, AL                                2013         4,701        4,261        440      9.4
CN0102500000000   01     025   Clarke County, AL                                 2013         8,286        7,130      1,156     14.0
CN0102700000000   01     027   Clay County, AL                                   2013         5,390        4,933        457      8.5
CN0102900000000   01     029   Cleburne County, AL                               2013         5,825        5,372        453      7.8
CN0103100000000   01     031   Coffee County, AL                                 2013        20,495       19,065      1,430      7.0
CN0103300000000   01     033   Colbert County, AL                                2013        23,879       21,891      1,988      8.3
CN0103500000000   01     035   Conecuh County, AL                                2013         4,694        4,183        511     10.9
CN0103700000000   01     037   Coosa County, AL                                  2013         4,449        4,036        413      9.3
CN0103900000000   01     039   Covington County, AL                              2013        16,055       14,737      1,318      8.2
CN0104100000000   01     041   Crenshaw County, AL                               2013         6,306        5,817        489      7.8
CN0104300000000   01     043   Cullman County, AL                                2013        35,750       33,333      2,417      6.8
CN0104500000000   01     045   Dale County, AL                                   2013        20,732       19,180      1,552      7.5
CN0104700000000   01     047   Dallas County, AL                                 2013        16,290       14,270      2,020     12.4
CN0104900000000   01     049   DeKalb County, AL                                 2013        29,011       26,768      2,243      7.7
CN0105100000000   01     051   Elmore County, AL                                 2013        36,888       34,585      2,303      6.2
CN0105300000000   01     053   Escambia County, AL                               2013        14,281       13,037      1,244      8.7
CN0105500000000   01     055   Etowah County, AL                                 2013        43,830       40,453      3,377      7.7
CN0105700000000   01     057   Fayette County, AL                                2013         6,401        5,862        539      8.4
CN0105900000000   01     059   Franklin County, AL                               2013        13,668       12,552      1,116      8.2
CN0106100000000   01     061   Geneva County, AL                                 2013        11,035       10,255        780      7.1
CN0106300000000   01     063   Greene County, AL                                 2013         2,996        2,608        388     13.0
CN0106500000000   01     065   Hale County, AL                                   2013         6,206        5,475        731     11.8
CN0106700000000   01     067   Henry County, AL                                  2013         6,950        6,407        543      7.8
CN0106900000000   01     069   Houston County, AL                                2013        45,669       42,463      3,206      7.0
CN0107100000000   01     071   Jackson County, AL                                2013        23,669       21,776      1,893      8.0
CN0107300000000   01     073   Jefferson County, AL                              2013       315,102      293,809     21,293      6.8
CN0107500000000   01     075   Lamar County, AL                                  2013         5,795        5,383        412      7.1
CN0107700000000   01     077   Lauderdale County, AL                             2013        43,109       39,999      3,110      7.2
CN0107900000000   01     079   Lawrence County, AL                               2013        14,273       13,066      1,207      8.5
CN0108100000000   01     081   Lee County, AL                                    2013        70,447       66,242      4,205      6.0
CN0108300000000   01     083   Limestone County, AL                              2013        39,391       36,891      2,500      6.3
CN0108500000000   01     085   Lowndes County, AL                                2013         4,010        3,436        574     14.3
CN0108700000000   01     087   Macon County, AL                                  2013         8,410        7,587        823      9.8
CN0108900000000   01     089   Madison County, AL                                2013       171,178      160,213     10,965      6.4
CN0109100000000   01     091   Marengo County, AL                                2013         7,628        6,940        688      9.0
CN0109300000000   01     093   Marion County, AL                                 2013        12,477       11,475      1,002      8.0
CN0109500000000   01     095   Marshall County, AL                               2013        40,573       37,762      2,811      6.9
CN0109700000000   01     097   Mobile County, AL                                 2013       186,932      170,729     16,203      8.7
CN0109900000000   01     099   Monroe County, AL                                 2013         7,764        6,829        935     12.0
CN0110100000000   01     101   Montgomery County, AL                             2013       106,274       98,405      7,869      7.4
CN0110300000000   01     103   Morgan County, AL                                 2013        56,951       52,979      3,972      7.0
CN0110500000000   01     105   Perry County, AL                                  2013         3,566        3,077        489     13.7
CN0110700000000   01     107   Pickens County, AL                                2013         7,415        6,713        702      9.5
CN0110900000000   01     109   Pike County, AL                                   2013        14,911       13,755      1,156      7.8
CN0111100000000   01     111   Randolph County, AL                               2013         9,205        8,480        725      7.9
CN0111300000000   01     113   Russell County, AL                                2013        24,999       23,160      1,839      7.4
CN0111500000000   01     115   St. Clair County, AL                              2013        38,792       36,379      2,413      6.2
CN0111700000000   01     117   Shelby County, AL                                 2013       106,861      101,840      5,021      4.7
CN0111900000000   01     119   Sumter County, AL                                 2013         5,459        4,959        500      9.2
CN0112100000000   01     121   Talladega County, AL                              2013        35,747       32,632      3,115      8.7
CN0112300000000   01     123   Tallapoosa County, AL                             2013        18,384       16,874      1,510      8.2
CN0112500000000   01     125   Tuscaloosa County, AL                             2013        95,579       89,414      6,165      6.5
CN0112700000000   01     127   Walker County, AL                                 2013        26,347       24,086      2,261      8.6
CN0112900000000   01     129   Washington County, AL                             2013         6,711        5,972        739     11.0
CN0113100000000   01     131   Wilcox County, AL                                 2013         2,782        2,239        543     19.5
CN0113300000000   01     133   Winston County, AL                                2013         9,638        8,719        919      9.5
CN0201300000000   02     013   Aleutians East Borough, AK                        2013         2,207        2,073        134      6.1
CN0201600000000   02     016   Aleutians West Census Area, AK                    2013         4,252        3,957        295      6.9
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2013       157,637      149,423      8,214      5.2
CN0205000000000   02     050   Bethel Census Area, AK                            2013         7,390        6,193      1,197     16.2
CN0206000000000   02     060   Bristol Bay Borough, AK                           2013           489          445         44      9.0
CN0206800000000   02     068   Denali Borough, AK                                2013         1,072          937        135     12.6
CN0207000000000   02     070   Dillingham Census Area, AK                        2013         2,123        1,906        217     10.2
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2013        47,057       44,292      2,765      5.9
CN0210000000000   02     100   Haines Borough, AK                                2013         1,136        1,021        115     10.1
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2013         1,119          954        165     14.7
CN0211000000000   02     110   Juneau Borough/city, AK                           2013        17,504       16,619        885      5.1
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2013        27,699       25,463      2,236      8.1
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2013         7,132        6,572        560      7.9
CN0215000000000   02     150   Kodiak Island Borough, AK                         2013         6,563        6,153        410      6.2
CN0215800000000   02     158   Kusilvak Census Area, AK                          2013         2,771        2,114        657     23.7
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2013           635          536         99     15.6
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2013        43,718       40,053      3,665      8.4
CN0218000000000   02     180   Nome Census Area, AK                              2013         4,123        3,613        510     12.4
CN0218500000000   02     185   North Slope Borough, AK                           2013         4,052        3,753        299      7.4
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2013         3,054        2,551        503     16.5
CN0219500000000   02     195   Petersburg Borough, AK                            2013         1,650        1,507        143      8.7
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2013         2,799        2,456        343     12.3
CN0222000000000   02     220   Sitka Borough/city, AK                            2013         4,601        4,348        253      5.5
CN0223000000000   02     230   Skagway Municipality, AK                          2013           790          692         98     12.4
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2013         2,999        2,604        395     13.2
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2013         4,910        4,421        489     10.0
CN0227500000000   02     275   Wrangell Borough/city, AK                         2013         1,054          969         85      8.1
CN0228200000000   02     282   Yakutat Borough/city, AK                          2013           284          257         27      9.5
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2013         2,723        2,223        500     18.4
CN0400100000000   04     001   Apache County, AZ                                 2013        22,104       18,009      4,095     18.5
CN0400300000000   04     003   Cochise County, AZ                                2013        51,900       47,097      4,803      9.3
CN0400500000000   04     005   Coconino County, AZ                               2013        71,698       65,825      5,873      8.2
CN0400700000000   04     007   Gila County, AZ                                   2013        21,148       19,098      2,050      9.7
CN0400900000000   04     009   Graham County, AZ                                 2013        14,441       13,317      1,124      7.8
CN0401100000000   04     011   Greenlee County, AZ                               2013         4,632        4,358        274      5.9
CN0401200000000   04     012   La Paz County, AZ                                 2013         8,121        7,453        668      8.2
CN0401300000000   04     013   Maricopa County, AZ                               2013     1,929,092    1,801,272    127,820      6.6
CN0401500000000   04     015   Mohave County, AZ                                 2013        77,748       69,643      8,105     10.4
CN0401700000000   04     017   Navajo County, AZ                                 2013        42,434       36,681      5,753     13.6
CN0401900000000   04     019   Pima County, AZ                                   2013       462,267      430,789     31,478      6.8
CN0402100000000   04     021   Pinal County, AZ                                  2013       150,007      137,820     12,187      8.1
CN0402300000000   04     023   Santa Cruz County, AZ                             2013        20,355       17,210      3,145     15.5
CN0402500000000   04     025   Yavapai County, AZ                                2013        92,659       85,427      7,232      7.8
CN0402700000000   04     027   Yuma County, AZ                                   2013        95,948       71,342     24,606     25.6
CN0500100000000   05     001   Arkansas County, AR                               2013         9,647        8,959        688      7.1
CN0500300000000   05     003   Ashley County, AR                                 2013         9,154        8,204        950     10.4
CN0500500000000   05     005   Baxter County, AR                                 2013        16,158       14,890      1,268      7.8
CN0500700000000   05     007   Benton County, AR                                 2013       112,548      106,367      6,181      5.5
CN0500900000000   05     009   Boone County, AR                                  2013        16,140       15,037      1,103      6.8
CN0501100000000   05     011   Bradley County, AR                                2013         4,298        3,900        398      9.3
CN0501300000000   05     013   Calhoun County, AR                                2013         2,453        2,259        194      7.9
CN0501500000000   05     015   Carroll County, AR                                2013        12,360       11,637        723      5.8
CN0501700000000   05     017   Chicot County, AR                                 2013         3,863        3,425        438     11.3
CN0501900000000   05     019   Clark County, AR                                  2013        10,155        9,280        875      8.6
