                               Labor Force Data by County, 1992 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                1992        17,629       16,482      1,147      6.5
CN0100300000000   01     003   Baldwin County, AL                                1992        52,129       48,869      3,260      6.3
CN0100500000000   01     005   Barbour County, AL                                1992        11,592       10,347      1,245     10.7
CN0100700000000   01     007   Bibb County, AL                                   1992         7,976        7,094        882     11.1
CN0100900000000   01     009   Blount County, AL                                 1992        19,522       18,315      1,207      6.2
CN0101100000000   01     011   Bullock County, AL                                1992         4,295        3,654        641     14.9
CN0101300000000   01     013   Butler County, AL                                 1992         8,904        7,823      1,081     12.1
CN0101500000000   01     015   Calhoun County, AL                                1992        53,138       48,427      4,711      8.9
CN0101700000000   01     017   Chambers County, AL                               1992        17,222       15,857      1,365      7.9
CN0101900000000   01     019   Cherokee County, AL                               1992         9,553        8,876        677      7.1
CN0102100000000   01     021   Chilton County, AL                                1992        15,660       14,088      1,572     10.0
CN0102300000000   01     023   Choctaw County, AL                                1992         6,979        6,180        799     11.4
CN0102500000000   01     025   Clarke County, AL                                 1992        12,846       11,181      1,665     13.0
CN0102700000000   01     027   Clay County, AL                                   1992         6,459        6,018        441      6.8
CN0102900000000   01     029   Cleburne County, AL                               1992         7,088        6,625        463      6.5
CN0103100000000   01     031   Coffee County, AL                                 1992        19,833       18,644      1,189      6.0
CN0103300000000   01     033   Colbert County, AL                                1992        25,177       22,976      2,201      8.7
CN0103500000000   01     035   Conecuh County, AL                                1992         6,083        5,279        804     13.2
CN0103700000000   01     037   Coosa County, AL                                  1992         5,035        4,740        295      5.9
CN0103900000000   01     039   Covington County, AL                              1992        16,880       15,082      1,798     10.7
CN0104100000000   01     041   Crenshaw County, AL                               1992         6,190        5,645        545      8.8
CN0104300000000   01     043   Cullman County, AL                                1992        34,457       32,014      2,443      7.1
CN0104500000000   01     045   Dale County, AL                                   1992        20,776       19,336      1,440      6.9
CN0104700000000   01     047   Dallas County, AL                                 1992        20,221       17,445      2,776     13.7
CN0104900000000   01     049   DeKalb County, AL                                 1992        28,230       26,250      1,980      7.0
CN0105100000000   01     051   Elmore County, AL                                 1992        23,802       22,276      1,526      6.4
CN0105300000000   01     053   Escambia County, AL                               1992        15,767       13,874      1,893     12.0
CN0105500000000   01     055   Etowah County, AL                                 1992        46,500       42,419      4,081      8.8
CN0105700000000   01     057   Fayette County, AL                                1992         8,630        7,874        756      8.8
CN0105900000000   01     059   Franklin County, AL                               1992        14,912       13,709      1,203      8.1
CN0106100000000   01     061   Geneva County, AL                                 1992        11,954       11,360        594      5.0
CN0106300000000   01     063   Greene County, AL                                 1992         3,797        3,282        515     13.6
CN0106500000000   01     065   Hale County, AL                                   1992         6,414        5,756        658     10.3
CN0106700000000   01     067   Henry County, AL                                  1992         6,751        6,224        527      7.8
CN0106900000000   01     069   Houston County, AL                                1992        41,871       39,553      2,318      5.5
CN0107100000000   01     071   Jackson County, AL                                1992        24,912       22,238      2,674     10.7
CN0107300000000   01     073   Jefferson County, AL                              1992       315,818      296,757     19,061      6.0
CN0107500000000   01     075   Lamar County, AL                                  1992         7,754        7,017        737      9.5
CN0107700000000   01     077   Lauderdale County, AL                             1992        39,309       36,567      2,742      7.0
CN0107900000000   01     079   Lawrence County, AL                               1992        15,207       13,648      1,559     10.3
CN0108100000000   01     081   Lee County, AL                                    1992        43,903       41,454      2,449      5.6
CN0108300000000   01     083   Limestone County, AL                              1992        27,282       25,373      1,909      7.0
CN0108500000000   01     085   Lowndes County, AL                                1992         4,444        3,665        779     17.5
CN0108700000000   01     087   Macon County, AL                                  1992         8,872        8,018        854      9.6
CN0108900000000   01     089   Madison County, AL                                1992       131,139      124,578      6,561      5.0
CN0109100000000   01     091   Marengo County, AL                                1992        10,704        9,619      1,085     10.1
