                               Labor Force Data by County, 2006 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2006        24,425       23,619        806      3.3
CN0100300000000   01     003   Baldwin County, AL                                2006        79,806       77,263      2,543      3.2
CN0100500000000   01     005   Barbour County, AL                                2006        10,713       10,110        603      5.6
CN0100700000000   01     007   Bibb County, AL                                   2006         8,858        8,489        369      4.2
CN0100900000000   01     009   Blount County, AL                                 2006        26,799       25,939        860      3.2
CN0101100000000   01     011   Bullock County, AL                                2006         3,703        3,377        326      8.8
CN0101300000000   01     013   Butler County, AL                                 2006         9,247        8,722        525      5.7
CN0101500000000   01     015   Calhoun County, AL                                2006        54,118       51,946      2,172      4.0
CN0101700000000   01     017   Chambers County, AL                               2006        15,761       14,849        912      5.8
CN0101900000000   01     019   Cherokee County, AL                               2006        11,864       11,367        497      4.2
CN0102100000000   01     021   Chilton County, AL                                2006        19,792       19,087        705      3.6
CN0102300000000   01     023   Choctaw County, AL                                2006         5,335        5,038        297      5.6
CN0102500000000   01     025   Clarke County, AL                                 2006        10,268        9,636        632      6.2
CN0102700000000   01     027   Clay County, AL                                   2006         6,189        5,911        278      4.5
CN0102900000000   01     029   Cleburne County, AL                               2006         6,646        6,415        231      3.5
CN0103100000000   01     031   Coffee County, AL                                 2006        20,712       19,945        767      3.7
CN0103300000000   01     033   Colbert County, AL                                2006        25,331       24,162      1,169      4.6
CN0103500000000   01     035   Conecuh County, AL                                2006         5,127        4,840        287      5.6
CN0103700000000   01     037   Coosa County, AL                                  2006         4,797        4,531        266      5.5
CN0103900000000   01     039   Covington County, AL                              2006        17,213       16,553        660      3.8
CN0104100000000   01     041   Crenshaw County, AL                               2006         6,602        6,341        261      4.0
CN0104300000000   01     043   Cullman County, AL                                2006        39,418       38,081      1,337      3.4
CN0104500000000   01     045   Dale County, AL                                   2006        20,498       19,550        948      4.6
CN0104700000000   01     047   Dallas County, AL                                 2006        15,909       14,614      1,295      8.1
CN0104900000000   01     049   DeKalb County, AL                                 2006        31,526       30,219      1,307      4.1
CN0105100000000   01     051   Elmore County, AL                                 2006        35,207       34,016      1,191      3.4
CN0105300000000   01     053   Escambia County, AL                               2006        14,362       13,654        708      4.9
CN0105500000000   01     055   Etowah County, AL                                 2006        46,568       44,610      1,958      4.2
CN0105700000000   01     057   Fayette County, AL                                2006         7,750        7,424        326      4.2
CN0105900000000   01     059   Franklin County, AL                               2006        13,952       13,310        642      4.6
CN0106100000000   01     061   Geneva County, AL                                 2006        11,712       11,274        438      3.7
CN0106300000000   01     063   Greene County, AL                                 2006         3,395        3,206        189      5.6
CN0106500000000   01     065   Hale County, AL                                   2006         7,176        6,802        374      5.2
CN0106700000000   01     067   Henry County, AL                                  2006         7,514        7,214        300      4.0
CN0106900000000   01     069   Houston County, AL                                2006        46,752       45,164      1,588      3.4
CN0107100000000   01     071   Jackson County, AL                                2006        27,093       25,889      1,204      4.4
CN0107300000000   01     073   Jefferson County, AL                              2006       317,080      304,463     12,617      4.0
CN0107500000000   01     075   Lamar County, AL                                  2006         6,048        5,735        313      5.2
CN0107700000000   01     077   Lauderdale County, AL                             2006        42,636       40,853      1,783      4.2
CN0107900000000   01     079   Lawrence County, AL                               2006        15,659       14,910        749      4.8
CN0108100000000   01     081   Lee County, AL                                    2006        64,898       62,706      2,192      3.4
CN0108300000000   01     083   Limestone County, AL                              2006        35,804       34,508      1,296      3.6
CN0108500000000   01     085   Lowndes County, AL                                2006         4,817        4,454        363      7.5
CN0108700000000   01     087   Macon County, AL                                  2006         8,843        8,380        463      5.2
CN0108900000000   01     089   Madison County, AL                                2006       161,511      156,243      5,268      3.3
CN0109100000000   01     091   Marengo County, AL                                2006         8,600        8,204        396      4.6
CN0109300000000   01     093   Marion County, AL                                 2006        13,515       12,930        585      4.3
CN0109500000000   01     095   Marshall County, AL                               2006        42,030       40,583      1,447      3.4
CN0109700000000   01     097   Mobile County, AL                                 2006       182,199      174,677      7,522      4.1
CN0109900000000   01     099   Monroe County, AL                                 2006         9,329        8,770        559      6.0
CN0110100000000   01     101   Montgomery County, AL                             2006       105,816      101,442      4,374      4.1
CN0110300000000   01     103   Morgan County, AL                                 2006        55,946       53,712      2,234      4.0
CN0110500000000   01     105   Perry County, AL                                  2006         3,587        3,289        298      8.3
CN0110700000000   01     107   Pickens County, AL                                2006         8,119        7,713        406      5.0
CN0110900000000   01     109   Pike County, AL                                   2006        15,182       14,578        604      4.0
CN0111100000000   01     111   Randolph County, AL                               2006         9,765        9,249        516      5.3
