                               Labor Force Data by County, 2020 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2020        26,425       25,023      1,402      5.3
CN0100300000000   01     003   Baldwin County, AL                                2020        98,979       92,893      6,086      6.1
CN0100500000000   01     005   Barbour County, AL                                2020         8,684        8,017        667      7.7
CN0100700000000   01     007   Bibb County, AL                                   2020         8,717        8,085        632      7.3
CN0100900000000   01     009   Blount County, AL                                 2020        25,136       24,010      1,126      4.5
CN0101100000000   01     011   Bullock County, AL                                2020         4,880        4,589        291      6.0
CN0101300000000   01     013   Butler County, AL                                 2020         9,238        8,357        881      9.5
CN0101500000000   01     015   Calhoun County, AL                                2020        47,047       43,434      3,613      7.7
CN0101700000000   01     017   Chambers County, AL                               2020        16,102       14,907      1,195      7.4
CN0101900000000   01     019   Cherokee County, AL                               2020        11,682       11,090        592      5.1
CN0102100000000   01     021   Chilton County, AL                                2020        19,951       18,868      1,083      5.4
CN0102300000000   01     023   Choctaw County, AL                                2020         4,700        4,357        343      7.3
CN0102500000000   01     025   Clarke County, AL                                 2020         7,898        7,127        771      9.8
CN0102700000000   01     027   Clay County, AL                                   2020         6,146        5,874        272      4.4
CN0102900000000   01     029   Cleburne County, AL                               2020         5,857        5,564        293      5.0
CN0103100000000   01     031   Coffee County, AL                                 2020        22,025       20,970      1,055      4.8
CN0103300000000   01     033   Colbert County, AL                                2020        23,907       22,186      1,721      7.2
CN0103500000000   01     035   Conecuh County, AL                                2020         4,583        4,220        363      7.9
CN0103700000000   01     037   Coosa County, AL                                  2020         4,431        4,163        268      6.0
CN0103900000000   01     039   Covington County, AL                              2020        15,352       14,522        830      5.4
CN0104100000000   01     041   Crenshaw County, AL                               2020         6,375        5,980        395      6.2
CN0104300000000   01     043   Cullman County, AL                                2020        38,896       37,049      1,847      4.7
CN0104500000000   01     045   Dale County, AL                                   2020        20,944       19,824      1,120      5.3
CN0104700000000   01     047   Dallas County, AL                                 2020        14,834       13,111      1,723     11.6
CN0104900000000   01     049   DeKalb County, AL                                 2020        31,314       29,766      1,548      4.9
CN0105100000000   01     051   Elmore County, AL                                 2020        37,690       35,711      1,979      5.3
CN0105300000000   01     053   Escambia County, AL                               2020        14,612       13,633        979      6.7
CN0105500000000   01     055   Etowah County, AL                                 2020        41,430       37,969      3,461      8.4
CN0105700000000   01     057   Fayette County, AL                                2020         6,670        6,304        366      5.5
CN0105900000000   01     059   Franklin County, AL                               2020        14,579       13,865        714      4.9
