                               Labor Force Data by County, 2003 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2003        22,695       21,557      1,138      5.0
CN0100300000000   01     003   Baldwin County, AL                                2003        72,598       69,010      3,588      4.9
CN0100500000000   01     005   Barbour County, AL                                2003        11,019       10,241        778      7.1
CN0100700000000   01     007   Bibb County, AL                                   2003         8,871        8,346        525      5.9
CN0100900000000   01     009   Blount County, AL                                 2003        26,008       24,812      1,196      4.6
CN0101100000000   01     011   Bullock County, AL                                2003         3,992        3,556        436     10.9
CN0101300000000   01     013   Butler County, AL                                 2003         9,218        8,423        795      8.6
CN0101500000000   01     015   Calhoun County, AL                                2003        53,026       49,892      3,134      5.9
CN0101700000000   01     017   Chambers County, AL                               2003        16,896       15,815      1,081      6.4
CN0101900000000   01     019   Cherokee County, AL                               2003        11,977       11,392        585      4.9
CN0102100000000   01     021   Chilton County, AL                                2003        19,557       18,581        976      5.0
CN0102300000000   01     023   Choctaw County, AL                                2003         5,672        5,107        565     10.0
CN0102500000000   01     025   Clarke County, AL                                 2003        10,809        9,882        927      8.6
CN0102700000000   01     027   Clay County, AL                                   2003         5,946        5,516        430      7.2
CN0102900000000   01     029   Cleburne County, AL                               2003         6,698        6,295        403      6.0
CN0103100000000   01     031   Coffee County, AL                                 2003        20,010       18,917      1,093      5.5
CN0103300000000   01     033   Colbert County, AL                                2003        24,659       22,821      1,838      7.5
CN0103500000000   01     035   Conecuh County, AL                                2003         5,169        4,728        441      8.5
CN0103700000000   01     037   Coosa County, AL                                  2003         5,076        4,662        414      8.2
CN0103900000000   01     039   Covington County, AL                              2003        17,389       16,182      1,207      6.9
CN0104100000000   01     041   Crenshaw County, AL                               2003         5,943        5,541        402      6.8
CN0104300000000   01     043   Cullman County, AL                                2003        38,430       36,205      2,225      5.8
CN0104500000000   01     045   Dale County, AL                                   2003        20,628       19,543      1,085      5.3
CN0104700000000   01     047   Dallas County, AL                                 2003        16,845       14,944      1,901     11.3
CN0104900000000   01     049   DeKalb County, AL                                 2003        32,347       30,498      1,849      5.7
CN0105100000000   01     051   Elmore County, AL                                 2003        32,734       31,066      1,668      5.1
CN0105300000000   01     053   Escambia County, AL                               2003        14,700       13,438      1,262      8.6
CN0105500000000   01     055   Etowah County, AL                                 2003        46,572       43,543      3,029      6.5
CN0105700000000   01     057   Fayette County, AL                                2003         8,080        7,523        557      6.9
CN0105900000000   01     059   Franklin County, AL                               2003        13,617       12,319      1,298      9.5
CN0106100000000   01     061   Geneva County, AL                                 2003        11,768       11,114        654      5.6
CN0106300000000   01     063   Greene County, AL                                 2003         3,517        3,219        298      8.5
CN0106500000000   01     065   Hale County, AL                                   2003         7,114        6,513        601      8.4
CN0106700000000   01     067   Henry County, AL                                  2003         7,524        7,091        433      5.8
CN0106900000000   01     069   Houston County, AL                                2003        45,369       43,175      2,194      4.8
CN0107100000000   01     071   Jackson County, AL                                2003        27,293       25,384      1,909      7.0
CN0107300000000   01     073   Jefferson County, AL                              2003       322,328      304,626     17,702      5.5
CN0107500000000   01     075   Lamar County, AL                                  2003         6,716        6,131        585      8.7
CN0107700000000   01     077   Lauderdale County, AL                             2003        41,360       38,353      3,007      7.3
CN0107900000000   01     079   Lawrence County, AL                               2003        15,848       14,793      1,055      6.7
CN0108100000000   01     081   Lee County, AL                                    2003        60,840       58,001      2,839      4.7
CN0108300000000   01     083   Limestone County, AL                              2003        34,062       32,188      1,874      5.5
CN0108500000000   01     085   Lowndes County, AL                                2003         5,040        4,577        463      9.2
CN0108700000000   01     087   Macon County, AL                                  2003         8,554        7,959        595      7.0
CN0108900000000   01     089   Madison County, AL                                2003       154,878      147,566      7,312      4.7
CN0109100000000   01     091   Marengo County, AL                                2003         9,034        8,468        566      6.3
CN0109300000000   01     093   Marion County, AL                                 2003        13,124       12,184        940      7.2
CN0109500000000   01     095   Marshall County, AL                               2003        40,751       38,486      2,265      5.6
CN0109700000000   01     097   Mobile County, AL                                 2003       180,945      168,440     12,505      6.9
