                               Labor Force Data by County, 2019 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2019        26,696       25,927        769      2.9
CN0100300000000   01     003   Baldwin County, AL                                2019        98,965       96,069      2,896      2.9
CN0100500000000   01     005   Barbour County, AL                                2019         8,641        8,294        347      4.0
CN0100700000000   01     007   Bibb County, AL                                   2019         8,777        8,491        286      3.3
CN0100900000000   01     009   Blount County, AL                                 2019        25,592       24,867        725      2.8
CN0101100000000   01     011   Bullock County, AL                                2019         4,864        4,674        190      3.9
CN0101300000000   01     013   Butler County, AL                                 2019         9,321        8,958        363      3.9
CN0101500000000   01     015   Calhoun County, AL                                2019        46,828       45,076      1,752      3.7
CN0101700000000   01     017   Chambers County, AL                               2019        16,000       15,506        494      3.1
CN0101900000000   01     019   Cherokee County, AL                               2019        11,911       11,549        362      3.0
CN0102100000000   01     021   Chilton County, AL                                2019        20,155       19,573        582      2.9
CN0102300000000   01     023   Choctaw County, AL                                2019         4,724        4,491        233      4.9
CN0102500000000   01     025   Clarke County, AL                                 2019         7,721        7,253        468      6.1
CN0102700000000   01     027   Clay County, AL                                   2019         6,164        5,970        194      3.1
CN0102900000000   01     029   Cleburne County, AL                               2019         5,865        5,670        195      3.3
CN0103100000000   01     031   Coffee County, AL                                 2019        22,086       21,410        676      3.1
CN0103300000000   01     033   Colbert County, AL                                2019        24,091       23,137        954      4.0
CN0103500000000   01     035   Conecuh County, AL                                2019         4,573        4,382        191      4.2
CN0103700000000   01     037   Coosa County, AL                                  2019         4,577        4,433        144      3.1
CN0103900000000   01     039   Covington County, AL                              2019        15,796       15,222        574      3.6
CN0104100000000   01     041   Crenshaw County, AL                               2019         6,537        6,342        195      3.0
CN0104300000000   01     043   Cullman County, AL                                2019        39,146       38,070      1,076      2.7
CN0104500000000   01     045   Dale County, AL                                   2019        20,929       20,237        692      3.3
CN0104700000000   01     047   Dallas County, AL                                 2019        14,907       14,048        859      5.8
CN0104900000000   01     049   DeKalb County, AL                                 2019        31,641       30,703        938      3.0
CN0105100000000   01     051   Elmore County, AL                                 2019        37,822       36,776      1,046      2.8
CN0105300000000   01     053   Escambia County, AL                               2019        14,851       14,297        554      3.7
CN0105500000000   01     055   Etowah County, AL                                 2019        43,148       41,614      1,534      3.6
CN0105700000000   01     057   Fayette County, AL                                2019         6,687        6,467        220      3.3
CN0105900000000   01     059   Franklin County, AL                               2019        14,822       14,388        434      2.9
CN0106100000000   01     061   Geneva County, AL                                 2019        11,105       10,758        347      3.1
CN0106300000000   01     063   Greene County, AL                                 2019         2,939        2,766        173      5.9
CN0106500000000   01     065   Hale County, AL                                   2019         6,175        5,917        258      4.2
CN0106700000000   01     067   Henry County, AL                                  2019         6,992        6,726        266      3.8
CN0106900000000   01     069   Houston County, AL                                2019        47,035       45,535      1,500      3.2
CN0107100000000   01     071   Jackson County, AL                                2019        23,703       22,873        830      3.5
CN0107300000000   01     073   Jefferson County, AL                              2019       321,835      312,050      9,785      3.0
CN0107500000000   01     075   Lamar County, AL                                  2019         5,895        5,702        193      3.3
CN0107700000000   01     077   Lauderdale County, AL                             2019        43,132       41,634      1,498      3.5
CN0107900000000   01     079   Lawrence County, AL                               2019        14,458       13,976        482      3.3
CN0108100000000   01     081   Lee County, AL                                    2019        77,578       75,334      2,244      2.9
CN0108300000000   01     083   Limestone County, AL                              2019        44,967       43,697      1,270      2.8
CN0108500000000   01     085   Lowndes County, AL                                2019         3,560        3,343        217      6.1
CN0108700000000   01     087   Macon County, AL                                  2019         7,986        7,629        357      4.5
CN0108900000000   01     089   Madison County, AL                                2019       187,839      182,702      5,137      2.7
CN0109100000000   01     091   Marengo County, AL                                2019         7,805        7,515        290      3.7
CN0109300000000   01     093   Marion County, AL                                 2019        12,955       12,475        480      3.7
CN0109500000000   01     095   Marshall County, AL                               2019        44,748       43,576      1,172      2.6
CN0109700000000   01     097   Mobile County, AL                                 2019       191,819      184,282      7,537      3.9
CN0109900000000   01     099   Monroe County, AL                                 2019         7,445        7,066        379      5.1
CN0110100000000   01     101   Montgomery County, AL                             2019       107,771      104,251      3,520      3.3
CN0110300000000   01     103   Morgan County, AL                                 2019        59,205       57,589      1,616      2.7
CN0110500000000   01     105   Perry County, AL                                  2019         3,438        3,249        189      5.5
CN0110700000000   01     107   Pickens County, AL                                2019         8,032        7,734        298      3.7
CN0110900000000   01     109   Pike County, AL                                   2019        15,577       15,037        540      3.5
CN0111100000000   01     111   Randolph County, AL                               2019         9,648        9,335        313      3.2
CN0111300000000   01     113   Russell County, AL                                2019        24,086       23,330        756      3.1
CN0111500000000   01     115   St. Clair County, AL                              2019        41,339       40,158      1,181      2.9
CN0111700000000   01     117   Shelby County, AL                                 2019       118,217      115,471      2,746      2.3
CN0111900000000   01     119   Sumter County, AL                                 2019         4,835        4,602        233      4.8
CN0112100000000   01     121   Talladega County, AL                              2019        36,231       34,921      1,310      3.6
CN0112300000000   01     123   Tallapoosa County, AL                             2019        18,746       18,150        596      3.2
CN0112500000000   01     125   Tuscaloosa County, AL                             2019       106,601      103,555      3,046      2.9
CN0112700000000   01     127   Walker County, AL                                 2019        25,553       24,659        894      3.5
CN0112900000000   01     129   Washington County, AL                             2019         6,812        6,475        337      4.9
CN0113100000000   01     131   Wilcox County, AL                                 2019         2,755        2,548        207      7.5
CN0113300000000   01     133   Winston County, AL                                2019        10,285        9,924        361      3.5
CN0201300000000   02     013   Aleutians East Borough, AK                        2019         2,552        2,492         60      2.4
CN0201600000000   02     016   Aleutians West Census Area, AK                    2019         3,646        3,529        117      3.2
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2019       148,736      141,891      6,845      4.6
CN0205000000000   02     050   Bethel Census Area, AK                            2019         7,102        6,257        845     11.9
CN0206000000000   02     060   Bristol Bay Borough, AK                           2019           450          425         25      5.6
CN0206800000000   02     068   Denali Borough, AK                                2019         1,101        1,017         84      7.6
CN0207000000000   02     070   Dillingham Census Area, AK                        2019         1,984        1,839        145      7.3
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2019        45,402       43,193      2,209      4.9
CN0210000000000   02     100   Haines Borough, AK                                2019         1,133        1,039         94      8.3
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2019         1,193        1,069        124     10.4
CN0211000000000   02     110   Juneau Borough/city, AK                           2019        17,256       16,556        700      4.1
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2019        26,508       24,843      1,665      6.3
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2019         7,010        6,610        400      5.7
CN0215000000000   02     150   Kodiak Island Borough, AK                         2019         5,975        5,671        304      5.1
CN0215800000000   02     158   Kusilvak Census Area, AK                          2019         2,660        2,177        483     18.2
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2019           711          645         66      9.3
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2019        48,281       45,242      3,039      6.3
CN0218000000000   02     180   Nome Census Area, AK                              2019         4,032        3,622        410     10.2
CN0218500000000   02     185   North Slope Borough, AK                           2019         3,554        3,346        208      5.9
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2019         2,912        2,532        380     13.0
CN0219500000000   02     195   Petersburg Borough, AK                            2019         1,412        1,298        114      8.1
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2019         2,888        2,620        268      9.3
CN0222000000000   02     220   Sitka Borough/city, AK                            2019         4,405        4,240        165      3.7
CN0223000000000   02     230   Skagway Municipality, AK                          2019           784          712         72      9.2
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2019         2,877        2,641        236      8.2
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2019         4,871        4,533        338      6.9
CN0227500000000   02     275   Wrangell Borough/city, AK                         2019         1,033          961         72      7.0
CN0228200000000   02     282   Yakutat Borough/city, AK                          2019           251          234         17      6.8
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2019         2,448        2,128        320     13.1
CN0400100000000   04     001   Apache County, AZ                                 2019        19,794       17,822      1,972     10.0
CN0400300000000   04     003   Cochise County, AZ                                2019        48,756       45,960      2,796      5.7
CN0400500000000   04     005   Coconino County, AZ                               2019        74,740       70,485      4,255      5.7
CN0400700000000   04     007   Gila County, AZ                                   2019        20,753       19,585      1,168      5.6
CN0400900000000   04     009   Graham County, AZ                                 2019        14,955       14,225        730      4.9
CN0401100000000   04     011   Greenlee County, AZ                               2019         4,345        4,173        172      4.0
CN0401200000000   04     012   La Paz County, AZ                                 2019         8,998        8,465        533      5.9
CN0401300000000   04     013   Maricopa County, AZ                               2019     2,228,930    2,136,668     92,262      4.1
CN0401500000000   04     015   Mohave County, AZ                                 2019        84,532       79,631      4,901      5.8
CN0401700000000   04     017   Navajo County, AZ                                 2019        39,461       36,512      2,949      7.5
CN0401900000000   04     019   Pima County, AZ                                   2019       482,230      460,541     21,689      4.5
CN0402100000000   04     021   Pinal County, AZ                                  2019       184,037      174,871      9,166      5.0
CN0402300000000   04     023   Santa Cruz County, AZ                             2019        18,992       17,355      1,637      8.6
CN0402500000000   04     025   Yavapai County, AZ                                2019       103,261       98,594      4,667      4.5
CN0402700000000   04     027   Yuma County, AZ                                   2019        96,985       80,821     16,164     16.7
CN0500100000000   05     001   Arkansas County, AR                               2019         9,405        9,127        278      3.0
CN0500300000000   05     003   Ashley County, AR                                 2019         7,648        7,240        408      5.3
CN0500500000000   05     005   Baxter County, AR                                 2019        16,201       15,560        641      4.0
CN0500700000000   05     007   Benton County, AR                                 2019       138,076      134,489      3,587      2.6
CN0500900000000   05     009   Boone County, AR                                  2019        15,943       15,441        502      3.1
CN0501100000000   05     011   Bradley County, AR                                2019         4,447        4,266        181      4.1
CN0501300000000   05     013   Calhoun County, AR                                2019         2,417        2,312        105      4.3
CN0501500000000   05     015   Carroll County, AR                                2019        12,728       12,336        392      3.1
CN0501700000000   05     017   Chicot County, AR                                 2019         3,230        3,009        221      6.8
CN0501900000000   05     019   Clark County, AR                                  2019         9,626        9,263        363      3.8
CN0502100000000   05     021   Clay County, AR                                   2019         5,630        5,358        272      4.8
CN0502300000000   05     023   Cleburne County, AR                               2019         9,158        8,750        408      4.5
CN0502500000000   05     025   Cleveland County, AR                              2019         3,220        3,095        125      3.9
CN0502700000000   05     027   Columbia County, AR                               2019         9,134        8,733        401      4.4
CN0502900000000   05     029   Conway County, AR                                 2019         8,235        7,884        351      4.3
CN0503100000000   05     031   Craighead County, AR                              2019        55,771       54,231      1,540      2.8
CN0503300000000   05     033   Crawford County, AR                               2019        26,696       25,820        876      3.3
CN0503500000000   05     035   Crittenden County, AR                             2019        21,081       20,192        889      4.2
CN0503700000000   05     037   Cross County, AR                                  2019         7,348        7,043        305      4.2
CN0503900000000   05     039   Dallas County, AR                                 2019         2,805        2,677        128      4.6
CN0504100000000   05     041   Desha County, AR                                  2019         5,368        5,132        236      4.4
CN0504300000000   05     043   Drew County, AR                                   2019         7,773        7,375        398      5.1
