                               Labor Force Data by County, 1998 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                1998        21,681       20,988        693      3.2
CN0100300000000   01     003   Baldwin County, AL                                1998        69,460       67,488      1,972      2.8
CN0100500000000   01     005   Barbour County, AL                                1998        12,861       12,225        636      4.9
CN0100700000000   01     007   Bibb County, AL                                   1998         7,782        7,226        556      7.1
CN0100900000000   01     009   Blount County, AL                                 1998        23,669       22,884        785      3.3
CN0101100000000   01     011   Bullock County, AL                                1998         4,566        4,084        482     10.6
CN0101300000000   01     013   Butler County, AL                                 1998        10,060        8,939      1,121     11.1
CN0101500000000   01     015   Calhoun County, AL                                1998        54,511       51,906      2,605      4.8
CN0101700000000   01     017   Chambers County, AL                               1998        16,915       16,194        721      4.3
CN0101900000000   01     019   Cherokee County, AL                               1998        10,311        9,859        452      4.4
CN0102100000000   01     021   Chilton County, AL                                1998        18,059       17,234        825      4.6
CN0102300000000   01     023   Choctaw County, AL                                1998         5,601        4,965        636     11.4
CN0102500000000   01     025   Clarke County, AL                                 1998        13,775       12,537      1,238      9.0
CN0102700000000   01     027   Clay County, AL                                   1998         6,687        6,439        248      3.7
CN0102900000000   01     029   Cleburne County, AL                               1998         7,277        7,002        275      3.8
CN0103100000000   01     031   Coffee County, AL                                 1998        21,901       20,999        902      4.1
CN0103300000000   01     033   Colbert County, AL                                1998        26,230       24,103      2,127      8.1
CN0103500000000   01     035   Conecuh County, AL                                1998         6,479        5,899        580      9.0
CN0103700000000   01     037   Coosa County, AL                                  1998         5,333        5,100        233      4.4
CN0103900000000   01     039   Covington County, AL                              1998        17,298       16,130      1,168      6.8
CN0104100000000   01     041   Crenshaw County, AL                               1998         5,624        5,154        470      8.4
CN0104300000000   01     043   Cullman County, AL                                1998        38,811       37,398      1,413      3.6
CN0104500000000   01     045   Dale County, AL                                   1998        20,932       20,050        882      4.2
CN0104700000000   01     047   Dallas County, AL                                 1998        19,970       17,919      2,051     10.3
CN0104900000000   01     049   DeKalb County, AL                                 1998        32,189       30,776      1,413      4.4
CN0105100000000   01     051   Elmore County, AL                                 1998        29,523       28,637        886      3.0
CN0105300000000   01     053   Escambia County, AL                               1998        16,472       15,449      1,023      6.2
CN0105500000000   01     055   Etowah County, AL                                 1998        50,029       47,461      2,568      5.1
CN0105700000000   01     057   Fayette County, AL                                1998         8,301        7,685        616      7.4
CN0105900000000   01     059   Franklin County, AL                               1998        17,105       15,796      1,309      7.7
CN0106100000000   01     061   Geneva County, AL                                 1998        11,367       10,652        715      6.3
CN0106300000000   01     063   Greene County, AL                                 1998         3,272        2,821        451     13.8
CN0106500000000   01     065   Hale County, AL                                   1998         7,393        6,825        568      7.7
CN0106700000000   01     067   Henry County, AL                                  1998         6,430        6,099        331      5.1
CN0106900000000   01     069   Houston County, AL                                1998        44,511       42,980      1,531      3.4
CN0107100000000   01     071   Jackson County, AL                                1998        25,326       23,734      1,592      6.3
CN0107300000000   01     073   Jefferson County, AL                              1998       335,371      324,331     11,040      3.3
CN0107500000000   01     075   Lamar County, AL                                  1998         7,505        6,883        622      8.3
CN0107700000000   01     077   Lauderdale County, AL                             1998        42,035       39,081      2,954      7.0
CN0107900000000   01     079   Lawrence County, AL                               1998        16,351       15,433        918      5.6
CN0108100000000   01     081   Lee County, AL                                    1998        48,859       47,080      1,779      3.6
CN0108300000000   01     083   Limestone County, AL                              1998        28,994       27,785      1,209      4.2
CN0108500000000   01     085   Lowndes County, AL                                1998         4,081        3,620        461     11.3
CN0108700000000   01     087   Macon County, AL                                  1998         8,014        7,362        652      8.1
CN0108900000000   01     089   Madison County, AL                                1998       142,186      138,115      4,071      2.9
CN0109100000000   01     091   Marengo County, AL                                1998        11,112       10,271        841      7.6
CN0109300000000   01     093   Marion County, AL                                 1998        16,492       15,314      1,178      7.1
CN0109500000000   01     095   Marshall County, AL                               1998        40,273       37,763      2,510      6.2
CN0109700000000   01     097   Mobile County, AL                                 1998       198,563      189,634      8,929      4.5
CN0109900000000   01     099   Monroe County, AL                                 1998         9,567        8,456      1,111     11.6
CN0110100000000   01     101   Montgomery County, AL                             1998       110,178      106,225      3,953      3.6
CN0110300000000   01     103   Morgan County, AL                                 1998        56,203       53,929      2,274      4.0
CN0110500000000   01     105   Perry County, AL                                  1998         4,458        4,063        395      8.9
CN0110700000000   01     107   Pickens County, AL                                1998         8,729        8,018        711      8.1
CN0110900000000   01     109   Pike County, AL                                   1998        13,247       12,554        693      5.2
CN0111100000000   01     111   Randolph County, AL                               1998         9,685        9,177        508      5.2
CN0111300000000   01     113   Russell County, AL                                1998        25,473       24,444      1,029      4.0
CN0111500000000   01     115   St. Clair County, AL                              1998        30,596       29,691        905      3.0
CN0111700000000   01     117   Shelby County, AL                                 1998        79,922       78,662      1,260      1.6
CN0111900000000   01     119   Sumter County, AL                                 1998         5,670        5,115        555      9.8
CN0112100000000   01     121   Talladega County, AL                              1998        34,951       33,011      1,940      5.6
CN0112300000000   01     123   Tallapoosa County, AL                             1998        20,363       19,437        926      4.5
CN0112500000000   01     125   Tuscaloosa County, AL                             1998        83,288       80,884      2,404      2.9
CN0112700000000   01     127   Walker County, AL                                 1998        29,468       27,702      1,766      6.0
CN0112900000000   01     129   Washington County, AL                             1998         6,254        5,438        816     13.0
CN0113100000000   01     131   Wilcox County, AL                                 1998         3,787        3,272        515     13.6
CN0113300000000   01     133   Winston County, AL                                1998        12,704       11,958        746      5.9
CN0201300000000   02     013   Aleutians East Borough, AK                        1998         1,568        1,517         51      3.3
CN0201600000000   02     016   Aleutians West Census Area, AK                    1998         2,033        1,892        141      6.9
CN0202000000000   02     020   Anchorage Borough/municipality, AK                1998       140,544      134,234      6,310      4.5
CN0205000000000   02     050   Bethel Census Area, AK                            1998         6,167        5,661        506      8.2
CN0206000000000   02     060   Bristol Bay Borough, AK                           1998           506          463         43      8.5
CN0206800000000   02     068   Denali Borough, AK                                1998         1,178        1,076        102      8.7
