                               Labor Force Data by County, 2017 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2017        26,269       25,224      1,045      4.0
CN0100300000000   01     003   Baldwin County, AL                                2017        93,152       89,286      3,866      4.2
CN0100500000000   01     005   Barbour County, AL                                2017         8,415        7,914        501      6.0
CN0100700000000   01     007   Bibb County, AL                                   2017         8,648        8,261        387      4.5
CN0100900000000   01     009   Blount County, AL                                 2017        25,009       23,979      1,030      4.1
CN0101100000000   01     011   Bullock County, AL                                2017         4,890        4,644        246      5.0
CN0101300000000   01     013   Butler County, AL                                 2017         9,046        8,536        510      5.6
CN0101500000000   01     015   Calhoun County, AL                                2017        46,304       43,960      2,344      5.1
CN0101700000000   01     017   Chambers County, AL                               2017        15,375       14,734        641      4.2
CN0101900000000   01     019   Cherokee County, AL                               2017        11,470       10,993        477      4.2
CN0102100000000   01     021   Chilton County, AL                                2017        19,478       18,667        811      4.2
CN0102300000000   01     023   Choctaw County, AL                                2017         4,460        4,172        288      6.5
CN0102500000000   01     025   Clarke County, AL                                 2017         7,832        7,153        679      8.7
CN0102700000000   01     027   Clay County, AL                                   2017         5,863        5,603        260      4.4
CN0102900000000   01     029   Cleburne County, AL                               2017         5,792        5,525        267      4.6
CN0103100000000   01     031   Coffee County, AL                                 2017        21,128       20,179        949      4.5
CN0103300000000   01     033   Colbert County, AL                                2017        23,525       22,273      1,252      5.3
CN0103500000000   01     035   Conecuh County, AL                                2017         4,541        4,257        284      6.3
CN0103700000000   01     037   Coosa County, AL                                  2017         4,430        4,218        212      4.8
CN0103900000000   01     039   Covington County, AL                              2017        15,901       15,054        847      5.3
CN0104100000000   01     041   Crenshaw County, AL                               2017         6,477        6,177        300      4.6
CN0104300000000   01     043   Cullman County, AL                                2017        38,258       36,792      1,466      3.8
CN0104500000000   01     045   Dale County, AL                                   2017        20,166       19,243        923      4.6
CN0104700000000   01     047   Dallas County, AL                                 2017        15,211       14,046      1,165      7.7
CN0104900000000   01     049   DeKalb County, AL                                 2017        29,915       28,541      1,374      4.6
CN0105100000000   01     051   Elmore County, AL                                 2017        37,642       36,222      1,420      3.8
CN0105300000000   01     053   Escambia County, AL                               2017        14,613       13,868        745      5.1
CN0105500000000   01     055   Etowah County, AL                                 2017        43,562       41,517      2,045      4.7
CN0105700000000   01     057   Fayette County, AL                                2017         6,629        6,309        320      4.8
CN0105900000000   01     059   Franklin County, AL                               2017        14,134       13,516        618      4.4
CN0106100000000   01     061   Geneva County, AL                                 2017        10,908       10,423        485      4.4
CN0106300000000   01     063   Greene County, AL                                 2017         2,885        2,662        223      7.7
CN0106500000000   01     065   Hale County, AL                                   2017         6,016        5,650        366      6.1
CN0106700000000   01     067   Henry County, AL                                  2017         6,791        6,453        338      5.0
CN0106900000000   01     069   Houston County, AL                                2017        45,221       43,200      2,021      4.5
CN0107100000000   01     071   Jackson County, AL                                2017        23,377       22,231      1,146      4.9
CN0107300000000   01     073   Jefferson County, AL                              2017       313,828      300,153     13,675      4.4
CN0107500000000   01     075   Lamar County, AL                                  2017         5,807        5,558        249      4.3
CN0107700000000   01     077   Lauderdale County, AL                             2017        42,539       40,520      2,019      4.7
CN0107900000000   01     079   Lawrence County, AL                               2017        13,795       13,099        696      5.0
CN0108100000000   01     081   Lee County, AL                                    2017        74,311       71,292      3,019      4.1
CN0108300000000   01     083   Limestone County, AL                              2017        42,005       40,275      1,730      4.1
CN0108500000000   01     085   Lowndes County, AL                                2017         3,704        3,393        311      8.4
CN0108700000000   01     087   Macon County, AL                                  2017         7,979        7,508        471      5.9
CN0108900000000   01     089   Madison County, AL                                2017       177,879      170,808      7,071      4.0
CN0109100000000   01     091   Marengo County, AL                                2017         7,785        7,338        447      5.7
CN0109300000000   01     093   Marion County, AL                                 2017        12,663       12,041        622      4.9
CN0109500000000   01     095   Marshall County, AL                               2017        42,557       40,878      1,679      3.9
CN0109700000000   01     097   Mobile County, AL                                 2017       189,017      178,966     10,051      5.3
CN0109900000000   01     099   Monroe County, AL                                 2017         7,302        6,800        502      6.9
CN0110100000000   01     101   Montgomery County, AL                             2017       106,956      102,209      4,747      4.4
CN0110300000000   01     103   Morgan County, AL                                 2017        55,665       53,328      2,337      4.2
CN0110500000000   01     105   Perry County, AL                                  2017         3,479        3,202        277      8.0
CN0110700000000   01     107   Pickens County, AL                                2017         7,808        7,380        428      5.5
CN0110900000000   01     109   Pike County, AL                                   2017        15,469       14,700        769      5.0
CN0111100000000   01     111   Randolph County, AL                               2017         9,594        9,163        431      4.5
CN0111300000000   01     113   Russell County, AL                                2017        23,660       22,613      1,047      4.4
CN0111500000000   01     115   St. Clair County, AL                              2017        39,635       38,024      1,611      4.1
CN0111700000000   01     117   Shelby County, AL                                 2017       112,591      108,871      3,720      3.3
CN0111900000000   01     119   Sumter County, AL                                 2017         5,026        4,689        337      6.7
CN0112100000000   01     121   Talladega County, AL                              2017        35,049       33,254      1,795      5.1
CN0112300000000   01     123   Tallapoosa County, AL                             2017        18,411       17,618        793      4.3
CN0112500000000   01     125   Tuscaloosa County, AL                             2017       101,014       96,711      4,303      4.3
CN0112700000000   01     127   Walker County, AL                                 2017        25,189       23,891      1,298      5.2
CN0112900000000   01     129   Washington County, AL                             2017         6,772        6,304        468      6.9
CN0113100000000   01     131   Wilcox County, AL                                 2017         2,838        2,507        331     11.7
CN0113300000000   01     133   Winston County, AL                                2017         9,806        9,301        505      5.1
CN0201300000000   02     013   Aleutians East Borough, AK                        2017         2,544        2,485         59      2.3
CN0201600000000   02     016   Aleutians West Census Area, AK                    2017         3,745        3,616        129      3.4
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2017       153,774      145,406      8,368      5.4
CN0205000000000   02     050   Bethel Census Area, AK                            2017         7,323        6,393        930     12.7
CN0206000000000   02     060   Bristol Bay Borough, AK                           2017           421          396         25      5.9
CN0206800000000   02     068   Denali Borough, AK                                2017         1,146        1,049         97      8.5
CN0207000000000   02     070   Dillingham Census Area, AK                        2017         2,049        1,877        172      8.4
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2017        46,422       43,775      2,647      5.7
CN0210000000000   02     100   Haines Borough, AK                                2017         1,080          990         90      8.3
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2017         1,137        1,006        131     11.5
CN0211000000000   02     110   Juneau Borough/city, AK                           2017        17,292       16,547        745      4.3
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2017        26,823       24,745      2,078      7.7
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2017         7,094        6,686        408      5.8
CN0215000000000   02     150   Kodiak Island Borough, AK                         2017         6,320        6,025        295      4.7
CN0215800000000   02     158   Kusilvak Census Area, AK                          2017         2,735        2,227        508     18.6
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2017           716          637         79     11.0
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2017        48,262       44,526      3,736      7.7
CN0218000000000   02     180   Nome Census Area, AK                              2017         4,091        3,626        465     11.4
CN0218500000000   02     185   North Slope Borough, AK                           2017         3,598        3,348        250      6.9
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2017         2,945        2,496        449     15.2
CN0219500000000   02     195   Petersburg Borough, AK                            2017         1,414        1,292        122      8.6
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2017         2,843        2,547        296     10.4
CN0222000000000   02     220   Sitka Borough/city, AK                            2017         4,448        4,260        188      4.2
CN0223000000000   02     230   Skagway Municipality, AK                          2017           827          747         80      9.7
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2017         2,932        2,650        282      9.6
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2017         4,870        4,518        352      7.2
