                               Labor Force Data by County, 2005 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2005        23,887       22,986        901      3.8
CN0100300000000   01     003   Baldwin County, AL                                2005        76,608       73,581      3,027      4.0
CN0100500000000   01     005   Barbour County, AL                                2005        10,730       10,114        616      5.7
CN0100700000000   01     007   Bibb County, AL                                   2005         8,837        8,444        393      4.4
CN0100900000000   01     009   Blount County, AL                                 2005        26,378       25,434        944      3.6
CN0101100000000   01     011   Bullock County, AL                                2005         3,734        3,383        351      9.4
CN0101300000000   01     013   Butler County, AL                                 2005         9,113        8,528        585      6.4
CN0101500000000   01     015   Calhoun County, AL                                2005        53,812       51,409      2,403      4.5
CN0101700000000   01     017   Chambers County, AL                               2005        16,308       15,379        929      5.7
CN0101900000000   01     019   Cherokee County, AL                               2005        12,012       11,493        519      4.3
CN0102100000000   01     021   Chilton County, AL                                2005        19,623       18,859        764      3.9
CN0102300000000   01     023   Choctaw County, AL                                2005         5,285        4,940        345      6.5
CN0102500000000   01     025   Clarke County, AL                                 2005        10,098        9,457        641      6.3
CN0102700000000   01     027   Clay County, AL                                   2005         5,934        5,642        292      4.9
CN0102900000000   01     029   Cleburne County, AL                               2005         6,642        6,382        260      3.9
CN0103100000000   01     031   Coffee County, AL                                 2005        20,052       19,277        775      3.9
CN0103300000000   01     033   Colbert County, AL                                2005        24,892       23,557      1,335      5.4
CN0103500000000   01     035   Conecuh County, AL                                2005         5,173        4,855        318      6.1
CN0103700000000   01     037   Coosa County, AL                                  2005         4,879        4,635        244      5.0
CN0103900000000   01     039   Covington County, AL                              2005        16,888       16,131        757      4.5
CN0104100000000   01     041   Crenshaw County, AL                               2005         6,169        5,869        300      4.9
CN0104300000000   01     043   Cullman County, AL                                2005        38,393       36,863      1,530      4.0
CN0104500000000   01     045   Dale County, AL                                   2005        20,116       19,227        889      4.4
CN0104700000000   01     047   Dallas County, AL                                 2005        15,956       14,603      1,353      8.5
CN0104900000000   01     049   DeKalb County, AL                                 2005        31,156       29,582      1,574      5.1
CN0105100000000   01     051   Elmore County, AL                                 2005        34,361       33,084      1,277      3.7
CN0105300000000   01     053   Escambia County, AL                               2005        14,289       13,500        789      5.5
CN0105500000000   01     055   Etowah County, AL                                 2005        46,638       44,443      2,195      4.7
CN0105700000000   01     057   Fayette County, AL                                2005         7,865        7,516        349      4.4
CN0105900000000   01     059   Franklin County, AL                               2005        13,752       13,030        722      5.3
CN0106100000000   01     061   Geneva County, AL                                 2005        11,598       11,149        449      3.9
CN0106300000000   01     063   Greene County, AL                                 2005         3,447        3,218        229      6.6
CN0106500000000   01     065   Hale County, AL                                   2005         7,033        6,654        379      5.4
CN0106700000000   01     067   Henry County, AL                                  2005         7,449        7,130        319      4.3
CN0106900000000   01     069   Houston County, AL                                2005        45,983       44,236      1,747      3.8
CN0107100000000   01     071   Jackson County, AL                                2005        26,705       25,371      1,334      5.0
CN0107300000000   01     073   Jefferson County, AL                              2005       316,522      302,586     13,936      4.4
CN0107500000000   01     075   Lamar County, AL                                  2005         6,115        5,775        340      5.6
CN0107700000000   01     077   Lauderdale County, AL                             2005        41,949       39,816      2,133      5.1
CN0107900000000   01     079   Lawrence County, AL                               2005        15,934       15,053        881      5.5
CN0108100000000   01     081   Lee County, AL                                    2005        63,367       61,025      2,342      3.7
CN0108300000000   01     083   Limestone County, AL                              2005        35,029       33,486      1,543      4.4
CN0108500000000   01     085   Lowndes County, AL                                2005         4,937        4,544        393      8.0
CN0108700000000   01     087   Macon County, AL                                  2005         8,680        8,173        507      5.8
CN0108900000000   01     089   Madison County, AL                                2005       158,361      152,734      5,627      3.6
CN0109100000000   01     091   Marengo County, AL                                2005         8,580        8,092        488      5.7
CN0109300000000   01     093   Marion County, AL                                 2005        13,500       12,900        600      4.4
CN0109500000000   01     095   Marshall County, AL                               2005        41,846       40,225      1,621      3.9
CN0109700000000   01     097   Mobile County, AL                                 2005       179,899      171,056      8,843      4.9
CN0109900000000   01     099   Monroe County, AL                                 2005         9,560        8,976        584      6.1
CN0110100000000   01     101   Montgomery County, AL                             2005       104,869      100,113      4,756      4.5
CN0110300000000   01     103   Morgan County, AL                                 2005        55,553       53,069      2,484      4.5
CN0110500000000   01     105   Perry County, AL                                  2005         3,526        3,208        318      9.0
CN0110700000000   01     107   Pickens County, AL                                2005         7,938        7,510        428      5.4
CN0110900000000   01     109   Pike County, AL                                   2005        14,974       14,369        605      4.0
CN0111100000000   01     111   Randolph County, AL                               2005         9,794        9,197        597      6.1
CN0111300000000   01     113   Russell County, AL                                2005        21,440       20,158      1,282      6.0
CN0111500000000   01     115   St. Clair County, AL                              2005        33,663       32,335      1,328      3.9
CN0111700000000   01     117   Shelby County, AL                                 2005        94,460       91,578      2,882      3.1
CN0111900000000   01     119   Sumter County, AL                                 2005         4,850        4,501        349      7.2
CN0112100000000   01     121   Talladega County, AL                              2005        39,578       37,693      1,885      4.8
CN0112300000000   01     123   Tallapoosa County, AL                             2005        18,538       17,709        829      4.5
CN0112500000000   01     125   Tuscaloosa County, AL                             2005        84,590       81,456      3,134      3.7
CN0112700000000   01     127   Walker County, AL                                 2005        29,693       28,391      1,302      4.4
CN0112900000000   01     129   Washington County, AL                             2005         6,868        6,444        424      6.2
CN0113100000000   01     131   Wilcox County, AL                                 2005         3,615        3,283        332      9.2
CN0113300000000   01     133   Winston County, AL                                2005        10,338        9,819        519      5.0
CN0201300000000   02     013   Aleutians East Borough, AK                        2005         1,075          972        103      9.6
CN0201600000000   02     016   Aleutians West Census Area, AK                    2005         3,139        2,958        181      5.8
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2005       148,840      140,606      8,234      5.5
CN0205000000000   02     050   Bethel Census Area, AK                            2005         7,084        6,172        912     12.9
CN0206000000000   02     060   Bristol Bay Borough, AK                           2005           969          912         57      5.9
CN0206800000000   02     068   Denali Borough, AK                                2005         1,587        1,483        104      6.6
CN0207000000000   02     070   Dillingham Census Area, AK                        2005         2,060        1,839        221     10.7
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2005        45,190       42,534      2,656      5.9
CN0210000000000   02     100   Haines Borough, AK                                2005         1,471        1,338        133      9.0
CN0211000000000   02     110   Juneau Borough/city, AK                           2005        18,326       17,341        985      5.4
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2005        25,294       23,065      2,229      8.8
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2005         7,956        7,417        539      6.8
CN0215000000000   02     150   Kodiak Island Borough, AK                         2005         6,050        5,546        504      8.3
CN0215800000000   02     158   Kusilvak Census Area, AK                          2005         2,542        2,008        534     21.0
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2005         1,038          962         76      7.3
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2005        36,688       33,871      2,817      7.7
CN0218000000000   02     180   Nome Census Area, AK                              2005         3,976        3,480        496     12.5
CN0218500000000   02     185   North Slope Borough, AK                           2005         3,716        3,379        337      9.1
