                               Labor Force Data by County, 2008 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2008        24,687       23,376      1,311      5.3
CN0100300000000   01     003   Baldwin County, AL                                2008        83,205       79,222      3,983      4.8
CN0100500000000   01     005   Barbour County, AL                                2008        10,175        9,249        926      9.1
CN0100700000000   01     007   Bibb County, AL                                   2008         8,751        8,225        526      6.0
CN0100900000000   01     009   Blount County, AL                                 2008        26,693       25,405      1,288      4.8
CN0101100000000   01     011   Bullock County, AL                                2008         3,641        3,244        397     10.9
CN0101300000000   01     013   Butler County, AL                                 2008         9,063        8,263        800      8.8
CN0101500000000   01     015   Calhoun County, AL                                2008        54,574       51,371      3,203      5.9
CN0101700000000   01     017   Chambers County, AL                               2008        15,066       12,823      2,243     14.9
CN0101900000000   01     019   Cherokee County, AL                               2008        11,999       11,287        712      5.9
CN0102100000000   01     021   Chilton County, AL                                2008        19,609       18,583      1,026      5.2
CN0102300000000   01     023   Choctaw County, AL                                2008         5,076        4,638        438      8.6
CN0102500000000   01     025   Clarke County, AL                                 2008        10,366        9,401        965      9.3
CN0102700000000   01     027   Clay County, AL                                   2008         5,739        5,269        470      8.2
CN0102900000000   01     029   Cleburne County, AL                               2008         6,557        6,213        344      5.2
CN0103100000000   01     031   Coffee County, AL                                 2008        20,908       19,859      1,049      5.0
CN0103300000000   01     033   Colbert County, AL                                2008        25,171       23,478      1,693      6.7
CN0103500000000   01     035   Conecuh County, AL                                2008         4,886        4,413        473      9.7
CN0103700000000   01     037   Coosa County, AL                                  2008         4,664        4,266        398      8.5
CN0103900000000   01     039   Covington County, AL                              2008        16,805       15,773      1,032      6.1
CN0104100000000   01     041   Crenshaw County, AL                               2008         6,464        6,093        371      5.7
CN0104300000000   01     043   Cullman County, AL                                2008        39,092       37,118      1,974      5.0
CN0104500000000   01     045   Dale County, AL                                   2008        19,834       18,724      1,110      5.6
CN0104700000000   01     047   Dallas County, AL                                 2008        15,508       13,732      1,776     11.5
CN0104900000000   01     049   DeKalb County, AL                                 2008        30,689       28,841      1,848      6.0
CN0105100000000   01     051   Elmore County, AL                                 2008        36,219       34,306      1,913      5.3
CN0105300000000   01     053   Escambia County, AL                               2008        14,424       13,295      1,129      7.8
CN0105500000000   01     055   Etowah County, AL                                 2008        45,741       42,914      2,827      6.2
CN0105700000000   01     057   Fayette County, AL                                2008         7,123        6,591        532      7.5
CN0105900000000   01     059   Franklin County, AL                               2008        13,389       12,363      1,026      7.7
CN0106100000000   01     061   Geneva County, AL                                 2008        11,338       10,697        641      5.7
CN0106300000000   01     063   Greene County, AL                                 2008         3,284        2,995        289      8.8
CN0106500000000   01     065   Hale County, AL                                   2008         6,997        6,461        536      7.7
CN0106700000000   01     067   Henry County, AL                                  2008         7,383        6,794        589      8.0
CN0106900000000   01     069   Houston County, AL                                2008        46,447       44,096      2,351      5.1
CN0107100000000   01     071   Jackson County, AL                                2008        26,866       25,153      1,713      6.4
CN0107300000000   01     073   Jefferson County, AL                              2008       311,643      294,233     17,410      5.6
CN0107500000000   01     075   Lamar County, AL                                  2008         5,698        5,227        471      8.3
CN0107700000000   01     077   Lauderdale County, AL                             2008        42,878       40,330      2,548      5.9
CN0107900000000   01     079   Lawrence County, AL                               2008        15,874       14,809      1,065      6.7
CN0108100000000   01     081   Lee County, AL                                    2008        65,191       61,678      3,513      5.4
CN0108300000000   01     083   Limestone County, AL                              2008        37,419       35,596      1,823      4.9
CN0108500000000   01     085   Lowndes County, AL                                2008         4,861        4,313        548     11.3
CN0108700000000   01     087   Macon County, AL                                  2008         9,112        8,410        702      7.7
CN0108900000000   01     089   Madison County, AL                                2008       168,276      161,020      7,256      4.3
CN0109100000000   01     091   Marengo County, AL                                2008         7,985        7,374        611      7.7
CN0109300000000   01     093   Marion County, AL                                 2008        12,727       11,679      1,048      8.2
CN0109500000000   01     095   Marshall County, AL                               2008        41,694       39,645      2,049      4.9
CN0109700000000   01     097   Mobile County, AL                                 2008       187,300      176,287     11,013      5.9
CN0109900000000   01     099   Monroe County, AL                                 2008         8,806        7,881        925     10.5
CN0110100000000   01     101   Montgomery County, AL                             2008       106,185       99,685      6,500      6.1
CN0110300000000   01     103   Morgan County, AL                                 2008        56,997       53,912      3,085      5.4
CN0110500000000   01     105   Perry County, AL                                  2008         3,600        3,180        420     11.7
CN0110700000000   01     107   Pickens County, AL                                2008         7,931        7,345        586      7.4
CN0110900000000   01     109   Pike County, AL                                   2008        15,803       15,005        798      5.0
CN0111100000000   01     111   Randolph County, AL                               2008         9,616        8,888        728      7.6
CN0111300000000   01     113   Russell County, AL                                2008        21,717       19,921      1,796      8.3
CN0111500000000   01     115   St. Clair County, AL                              2008        36,480       34,586      1,894      5.2
CN0111700000000   01     117   Shelby County, AL                                 2008       101,102       97,190      3,912      3.9
CN0111900000000   01     119   Sumter County, AL                                 2008         4,728        4,300        428      9.1
CN0112100000000   01     121   Talladega County, AL                              2008        38,306       35,452      2,854      7.5
CN0112300000000   01     123   Tallapoosa County, AL                             2008        18,192       16,843      1,349      7.4
CN0112500000000   01     125   Tuscaloosa County, AL                             2008        89,168       84,817      4,351      4.9
CN0112700000000   01     127   Walker County, AL                                 2008        28,764       27,062      1,702      5.9
CN0112900000000   01     129   Washington County, AL                             2008         6,891        6,290        601      8.7
CN0113100000000   01     131   Wilcox County, AL                                 2008         3,493        2,990        503     14.4
CN0113300000000   01     133   Winston County, AL                                2008         9,995        9,103        892      8.9
CN0201300000000   02     013   Aleutians East Borough, AK                        2008         1,141        1,045         96      8.4
CN0201600000000   02     016   Aleutians West Census Area, AK                    2008         3,055        2,883        172      5.6
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2008       151,840      143,873      7,967      5.2
CN0205000000000   02     050   Bethel Census Area, AK                            2008         6,900        5,973        927     13.4
CN0206000000000   02     060   Bristol Bay Borough, AK                           2008         1,006          959         47      4.7
CN0206800000000   02     068   Denali Borough, AK                                2008         1,601        1,507         94      5.9
CN0207000000000   02     070   Dillingham Census Area, AK                        2008         2,061        1,875        186      9.0
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2008        45,900       43,209      2,691      5.9
CN0210000000000   02     100   Haines Borough, AK                                2008         1,354        1,238        116      8.6
CN0211000000000   02     110   Juneau Borough/city, AK                           2008        18,755       17,886        869      4.6
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2008        26,253       24,180      2,073      7.9
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2008         8,281        7,807        474      5.7
CN0215000000000   02     150   Kodiak Island Borough, AK                         2008         6,386        5,963        423      6.6
CN0215800000000   02     158   Kusilvak Census Area, AK                          2008         2,597        2,079        518     19.9
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2008         1,134        1,059         75      6.6
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2008        41,424       38,382      3,042      7.3
CN0218000000000   02     180   Nome Census Area, AK                              2008         3,976        3,578        398     10.0
CN0218500000000   02     185   North Slope Borough, AK                           2008         5,138        4,928        210      4.1
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2008         2,969        2,637        332     11.2
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2008         2,327        2,016        311     13.4
CN0222000000000   02     220   Sitka Borough/city, AK                            2008         4,612        4,354        258      5.6
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             2008         1,912        1,673        239     12.5
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2008         3,544        3,242        302      8.5
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2008         5,243        4,816        427      8.1
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2008         2,802        2,513        289     10.3
CN0228200000000   02     282   Yakutat Borough/city, AK                          2008           319          296         23      7.2
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2008         2,771        2,393        378     13.6
CN0400100000000   04     001   Apache County, AZ                                 2008        21,131       18,810      2,321     11.0
CN0400300000000   04     003   Cochise County, AZ                                2008        60,117       56,801      3,316      5.5
CN0400500000000   04     005   Coconino County, AZ                               2008        73,026       69,176      3,850      5.3
CN0400700000000   04     007   Gila County, AZ                                   2008        22,258       20,902      1,356      6.1
CN0400900000000   04     009   Graham County, AZ                                 2008        16,083       15,011      1,072      6.7
CN0401100000000   04     011   Greenlee County, AZ                               2008         4,398        4,178        220      5.0
CN0401200000000   04     012   La Paz County, AZ                                 2008         7,523        6,975        548      7.3
CN0401300000000   04     013   Maricopa County, AZ                               2008     1,966,052    1,866,392     99,660      5.1
CN0401500000000   04     015   Mohave County, AZ                                 2008        92,235       85,565      6,670      7.2
CN0401700000000   04     017   Navajo County, AZ                                 2008        39,094       35,362      3,732      9.5
CN0401900000000   04     019   Pima County, AZ                                   2008       473,209      447,233     25,976      5.5
CN0402100000000   04     021   Pinal County, AZ                                  2008       121,870      113,386      8,484      7.0
CN0402300000000   04     023   Santa Cruz County, AZ                             2008        17,783       15,930      1,853     10.4
CN0402500000000   04     025   Yavapai County, AZ                                2008        97,796       92,100      5,696      5.8
CN0402700000000   04     027   Yuma County, AZ                                   2008        83,416       68,876     14,540     17.4
CN0500100000000   05     001   Arkansas County, AR                               2008        11,999       10,835      1,164      9.7
CN0500300000000   05     003   Ashley County, AR                                 2008         9,342        8,638        704      7.5
CN0500500000000   05     005   Baxter County, AR                                 2008        17,478       16,433      1,045      6.0
CN0500700000000   05     007   Benton County, AR                                 2008       105,357      101,031      4,326      4.1
CN0500900000000   05     009   Boone County, AR                                  2008        16,832       15,920        912      5.4
CN0501100000000   05     011   Bradley County, AR                                2008         5,549        5,152        397      7.2
CN0501300000000   05     013   Calhoun County, AR                                2008         2,580        2,422        158      6.1
CN0501500000000   05     015   Carroll County, AR                                2008        14,082       13,454        628      4.5
CN0501700000000   05     017   Chicot County, AR                                 2008         4,902        4,500        402      8.2
CN0501900000000   05     019   Clark County, AR                                  2008        10,913       10,271        642      5.9
CN0502100000000   05     021   Clay County, AR                                   2008         6,598        6,071        527      8.0
CN0502300000000   05     023   Cleburne County, AR                               2008        11,957       11,288        669      5.6
CN0502500000000   05     025   Cleveland County, AR                              2008         4,083        3,845        238      5.8
CN0502700000000   05     027   Columbia County, AR                               2008        10,787       10,042        745      6.9
CN0502900000000   05     029   Conway County, AR                                 2008        10,107        9,553        554      5.5
CN0503100000000   05     031   Craighead County, AR                              2008        45,985       43,767      2,218      4.8
CN0503300000000   05     033   Crawford County, AR                               2008        28,355       26,993      1,362      4.8
CN0503500000000   05     035   Crittenden County, AR                             2008        22,307       20,554      1,753      7.9
CN0503700000000   05     037   Cross County, AR                                  2008         8,449        7,877        572      6.8
CN0503900000000   05     039   Dallas County, AR                                 2008         3,857        3,581        276      7.2
CN0504100000000   05     041   Desha County, AR                                  2008         5,865        5,356        509      8.7
CN0504300000000   05     043   Drew County, AR                                   2008         8,393        7,736        657      7.8
CN0504500000000   05     045   Faulkner County, AR                               2008        55,531       52,914      2,617      4.7
CN0504700000000   05     047   Franklin County, AR                               2008         8,458        8,085        373      4.4
CN0504900000000   05     049   Fulton County, AR                                 2008         5,178        4,910        268      5.2
CN0505100000000   05     051   Garland County, AR                                2008        42,236       39,876      2,360      5.6
CN0505300000000   05     053   Grant County, AR                                  2008         8,581        8,137        444      5.2
CN0505500000000   05     055   Greene County, AR                                 2008        18,882       17,653      1,229      6.5
CN0505700000000   05     057   Hempstead County, AR                              2008        10,597        9,988        609      5.7
CN0505900000000   05     059   Hot Spring County, AR                             2008        15,014       14,033        981      6.5
CN0506100000000   05     061   Howard County, AR                                 2008         6,298        5,952        346      5.5
CN0506300000000   05     063   Independence County, AR                           2008        16,900       15,728      1,172      6.9
CN0506500000000   05     065   Izard County, AR                                  2008         5,405        5,045        360      6.7
CN0506700000000   05     067   Jackson County, AR                                2008         7,826        7,224        602      7.7
CN0506900000000   05     069   Jefferson County, AR                              2008        34,882       32,236      2,646      7.6
CN0507100000000   05     071   Johnson County, AR                                2008        11,483       10,945        538      4.7
CN0507300000000   05     073   Lafayette County, AR                              2008         3,030        2,818        212      7.0
CN0507500000000   05     075   Lawrence County, AR                               2008         7,213        6,704        509      7.1
CN0507700000000   05     077   Lee County, AR                                    2008         3,571        3,269        302      8.5
CN0507900000000   05     079   Lincoln County, AR                                2008         4,944        4,548        396      8.0
CN0508100000000   05     081   Little River County, AR                           2008         6,662        6,403        259      3.9
CN0508300000000   05     083   Logan County, AR                                  2008        10,300        9,633        667      6.5
CN0508500000000   05     085   Lonoke County, AR                                 2008        32,049       30,625      1,424      4.4
CN0508700000000   05     087   Madison County, AR                                2008         7,661        7,327        334      4.4
CN0508900000000   05     089   Marion County, AR                                 2008         6,873        6,446        427      6.2
CN0509100000000   05     091   Miller County, AR                                 2008        19,988       19,187        801      4.0
CN0509300000000   05     093   Mississippi County, AR                            2008        21,776       20,119      1,657      7.6
CN0509500000000   05     095   Monroe County, AR                                 2008         3,810        3,568        242      6.4
CN0509700000000   05     097   Montgomery County, AR                             2008         4,150        3,917        233      5.6
CN0509900000000   05     099   Nevada County, AR                                 2008         4,225        3,940        285      6.7
CN0510100000000   05     101   Newton County, AR                                 2008         3,458        3,263        195      5.6
CN0510300000000   05     103   Ouachita County, AR                               2008        11,826       11,076        750      6.3
CN0510500000000   05     105   Perry County, AR                                  2008         4,760        4,495        265      5.6
CN0510700000000   05     107   Phillips County, AR                               2008         8,930        8,295        635      7.1
CN0510900000000   05     109   Pike County, AR                                   2008         5,056        4,753        303      6.0
CN0511100000000   05     111   Poinsett County, AR                               2008        10,657        9,979        678      6.4
CN0511300000000   05     113   Polk County, AR                                   2008         8,806        8,356        450      5.1
CN0511500000000   05     115   Pope County, AR                                   2008        30,116       28,654      1,462      4.9
CN0511700000000   05     117   Prairie County, AR                                2008         4,369        4,123        246      5.6
CN0511900000000   05     119   Pulaski County, AR                                2008       189,490      180,574      8,916      4.7
CN0512100000000   05     121   Randolph County, AR                               2008         7,497        6,889        608      8.1
CN0512300000000   05     123   St. Francis County, AR                            2008        10,292        9,335        957      9.3
CN0512500000000   05     125   Saline County, AR                                 2008        49,402       47,224      2,178      4.4
CN0512700000000   05     127   Scott County, AR                                  2008         4,827        4,599        228      4.7
CN0512900000000   05     129   Searcy County, AR                                 2008         3,591        3,399        192      5.3
CN0513100000000   05     131   Sebastian County, AR                              2008        61,428       58,413      3,015      4.9
CN0513300000000   05     133   Sevier County, AR                                 2008         7,543        7,240        303      4.0
CN0513500000000   05     135   Sharp County, AR                                  2008         6,237        5,770        467      7.5
CN0513700000000   05     137   Stone County, AR                                  2008         4,683        4,378        305      6.5
CN0513900000000   05     139   Union County, AR                                  2008        19,046       17,845      1,201      6.3
CN0514100000000   05     141   Van Buren County, AR                              2008         6,991        6,533        458      6.6
CN0514300000000   05     143   Washington County, AR                             2008       102,564       98,272      4,292      4.2
CN0514500000000   05     145   White County, AR                                  2008        32,864       30,920      1,944      5.9
CN0514700000000   05     147   Woodruff County, AR                               2008         3,474        3,198        276      7.9
