                               Labor Force Data by County, 2004 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0105300000000   01     053   Escambia County, AL                               2004        14,313       13,243      1,070      7.5
CN0105500000000   01     055   Etowah County, AL                                 2004        47,203       44,228      2,975      6.3
CN0105700000000   01     057   Fayette County, AL                                2004         7,881        7,343        538      6.8
CN0105900000000   01     059   Franklin County, AL                               2004        13,452       12,527        925      6.9
CN0106100000000   01     061   Geneva County, AL                                 2004        11,700       11,132        568      4.9
CN0106300000000   01     063   Greene County, AL                                 2004         3,484        3,184        300      8.6
CN0106500000000   01     065   Hale County, AL                                   2004         7,052        6,528        524      7.4
CN0106700000000   01     067   Henry County, AL                                  2004         7,554        7,136        418      5.5
CN0106900000000   01     069   Houston County, AL                                2004        45,962       43,838      2,124      4.6
CN0107100000000   01     071   Jackson County, AL                                2004        27,054       25,230      1,824      6.7
CN0107300000000   01     073   Jefferson County, AL                              2004       320,629      303,868     16,761      5.2
CN0107500000000   01     075   Lamar County, AL                                  2004         6,385        5,867        518      8.1
CN0107700000000   01     077   Lauderdale County, AL                             2004        41,390       38,777      2,613      6.3
CN0107900000000   01     079   Lawrence County, AL                               2004        16,003       14,992      1,011      6.3
CN0108100000000   01     081   Lee County, AL                                    2004        62,567       59,815      2,752      4.4
CN0108300000000   01     083   Limestone County, AL                              2004        34,683       32,921      1,762      5.1
CN0108500000000   01     085   Lowndes County, AL                                2004         4,965        4,511        454      9.1
CN0108700000000   01     087   Macon County, AL                                  2004         8,622        8,031        591      6.9
CN0108900000000   01     089   Madison County, AL                                2004       157,774      150,549      7,225      4.6
CN0109100000000   01     091   Marengo County, AL                                2004         8,855        8,320        535      6.0
CN0109300000000   01     093   Marion County, AL                                 2004        13,332       12,492        840      6.3
CN0109500000000   01     095   Marshall County, AL                               2004        41,615       39,619      1,996      4.8
CN0109700000000   01     097   Mobile County, AL                                 2004       179,039      167,474     11,565      6.5
CN0109900000000   01     099   Monroe County, AL                                 2004         9,712        8,994        718      7.4
CN0110100000000   01     101   Montgomery County, AL                             2004       104,837       98,882      5,955      5.7
CN0110300000000   01     103   Morgan County, AL                                 2004        56,042       52,679      3,363      6.0
CN0110500000000   01     105   Perry County, AL                                  2004         3,696        3,326        370     10.0
CN0110700000000   01     107   Pickens County, AL                                2004         8,030        7,430        600      7.5
CN0110900000000   01     109   Pike County, AL                                   2004        15,097       14,295        802      5.3
CN0111100000000   01     111   Randolph County, AL                               2004        10,053        9,386        667      6.6
CN0111300000000   01     113   Russell County, AL                                2004        21,371       19,989      1,382      6.5
CN0111500000000   01     115   St. Clair County, AL                              2004        33,124       31,489      1,635      4.9
CN0111700000000   01     117   Shelby County, AL                                 2004        91,642       88,582      3,060      3.3
CN0111900000000   01     119   Sumter County, AL                                 2004         4,974        4,506        468      9.4
CN0112100000000   01     121   Talladega County, AL                              2004        38,846       36,247      2,599      6.7
CN0112300000000   01     123   Tallapoosa County, AL                             2004        18,383       17,255      1,128      6.1
CN0112500000000   01     125   Tuscaloosa County, AL                             2004        83,358       79,467      3,891      4.7
CN0112700000000   01     127   Walker County, AL                                 2004        30,180       28,361      1,819      6.0
CN0112900000000   01     129   Washington County, AL                             2004         6,939        6,285        654      9.4
CN0113100000000   01     131   Wilcox County, AL                                 2004         3,725        3,282        443     11.9
CN0113300000000   01     133   Winston County, AL                                2004        10,343        9,598        745      7.2
CN0201300000000   02     013   Aleutians East Borough, AK                        2004         1,115        1,019         96      8.6
CN0201600000000   02     016   Aleutians West Census Area, AK                    2004         3,077        2,878        199      6.5
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2004       146,603      137,927      8,676      5.9
CN0205000000000   02     050   Bethel Census Area, AK                            2004         7,018        6,131        887     12.6
CN0206000000000   02     060   Bristol Bay Borough, AK                           2004         1,042          976         66      6.3
CN0206800000000   02     068   Denali Borough, AK                                2004         1,519        1,399        120      7.9
CN0207000000000   02     070   Dillingham Census Area, AK                        2004         2,053        1,830        223     10.9
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2004        44,147       41,305      2,842      6.4
CN0210000000000   02     100   Haines Borough, AK                                2004         1,412        1,272        140      9.9
CN0211000000000   02     110   Juneau Borough/city, AK                           2004        17,972       16,923      1,049      5.8
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2004        25,364       22,937      2,427      9.6
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2004         7,893        7,303        590      7.5
CN0215000000000   02     150   Kodiak Island Borough, AK                         2004         6,185        5,640        545      8.8
CN0215800000000   02     158   Kusilvak Census Area, AK                          2004         2,505        2,000        505     20.2
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2004           916          826         90      9.8
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2004        34,539       31,660      2,879      8.3
CN0218000000000   02     180   Nome Census Area, AK                              2004         3,955        3,496        459     11.6
CN0218500000000   02     185   North Slope Borough, AK                           2004         3,674        3,299        375     10.2
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2004         2,875        2,492        383     13.3
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2004         2,558        2,213        345     13.5
CN0222000000000   02     220   Sitka Borough/city, AK                            2004         4,589        4,300        289      6.3
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             2004         1,766        1,533        233     13.2
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2004         2,769        2,437        332     12.0
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2004         5,389        4,854        535      9.9
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2004         2,923        2,562        361     12.4
CN0228200000000   02     282   Yakutat Borough/city, AK                          2004           307          274         33     10.7
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2004         3,305        2,910        395     12.0
CN0400100000000   04     001   Apache County, AZ                                 2004        20,334       18,016      2,318     11.4
CN0400300000000   04     003   Cochise County, AZ                                2004        54,516       51,827      2,689      4.9
CN0400500000000   04     005   Coconino County, AZ                               2004        66,783       63,242      3,541      5.3
CN0400700000000   04     007   Gila County, AZ                                   2004        20,694       19,375      1,319      6.4
CN0400900000000   04     009   Graham County, AZ                                 2004        12,047       11,249        798      6.6
CN0401100000000   04     011   Greenlee County, AZ                               2004         3,435        3,260        175      5.1
CN0401200000000   04     012   La Paz County, AZ                                 2004         7,599        7,091        508      6.7
CN0401300000000   04     013   Maricopa County, AZ                               2004     1,784,961    1,706,380     78,581      4.4
CN0401500000000   04     015   Mohave County, AZ                                 2004        84,407       80,703      3,704      4.4
CN0401700000000   04     017   Navajo County, AZ                                 2004        37,779       34,579      3,200      8.5
CN0401900000000   04     019   Pima County, AZ                                   2004       437,675      417,344     20,331      4.6
CN0402100000000   04     021   Pinal County, AZ                                  2004        81,751       76,867      4,884      6.0
CN0402300000000   04     023   Santa Cruz County, AZ                             2004        15,564       14,093      1,471      9.5
CN0402500000000   04     025   Yavapai County, AZ                                2004        87,596       83,565      4,031      4.6
CN0402700000000   04     027   Yuma County, AZ                                   2004        73,482       61,978     11,504     15.7
CN0500100000000   05     001   Arkansas County, AR                               2004        10,862       10,224        638      5.9
CN0500300000000   05     003   Ashley County, AR                                 2004         9,690        8,791        899      9.3
CN0500500000000   05     005   Baxter County, AR                                 2004        16,452       15,452      1,000      6.1
CN0500700000000   05     007   Benton County, AR                                 2004        93,192       89,882      3,310      3.6
CN0500900000000   05     009   Boone County, AR                                  2004        16,241       15,296        945      5.8
CN0501100000000   05     011   Bradley County, AR                                2004         5,552        5,132        420      7.6
CN0501300000000   05     013   Calhoun County, AR                                2004         2,590        2,417        173      6.7
CN0501500000000   05     015   Carroll County, AR                                2004        13,376       12,736        640      4.8
CN0501700000000   05     017   Chicot County, AR                                 2004         4,916        4,386        530     10.8
CN0501900000000   05     019   Clark County, AR                                  2004        11,099       10,425        674      6.1
CN0502100000000   05     021   Clay County, AR                                   2004         7,317        6,738        579      7.9
CN0502300000000   05     023   Cleburne County, AR                               2004        11,112       10,523        589      5.3
CN0502500000000   05     025   Cleveland County, AR                              2004         4,156        3,883        273      6.6
CN0502700000000   05     027   Columbia County, AR                               2004        10,796       10,103        693      6.4
CN0502900000000   05     029   Conway County, AR                                 2004         9,442        8,907        535      5.7
CN0503100000000   05     031   Craighead County, AR                              2004        44,255       41,887      2,368      5.4
CN0503300000000   05     033   Crawford County, AR                               2004        26,261       24,934      1,327      5.1
CN0503500000000   05     035   Crittenden County, AR                             2004        21,848       20,366      1,482      6.8
CN0503700000000   05     037   Cross County, AR                                  2004         8,565        7,881        684      8.0
CN0503900000000   05     039   Dallas County, AR                                 2004         3,788        3,511        277      7.3
CN0504100000000   05     041   Desha County, AR                                  2004         6,033        5,496        537      8.9
CN0504300000000   05     043   Drew County, AR                                   2004         8,643        7,969        674      7.8
CN0504500000000   05     045   Faulkner County, AR                               2004        49,940       47,504      2,436      4.9
CN0504700000000   05     047   Franklin County, AR                               2004         8,186        7,800        386      4.7
CN0504900000000   05     049   Fulton County, AR                                 2004         4,984        4,687        297      6.0
CN0505100000000   05     051   Garland County, AR                                2004        40,679       38,211      2,468      6.1
CN0505300000000   05     053   Grant County, AR                                  2004         8,430        7,975        455      5.4
CN0505500000000   05     055   Greene County, AR                                 2004        17,841       16,765      1,076      6.0
CN0505700000000   05     057   Hempstead County, AR                              2004        10,855       10,223        632      5.8
CN0505900000000   05     059   Hot Spring County, AR                             2004        14,637       13,762        875      6.0
CN0506100000000   05     061   Howard County, AR                                 2004         6,375        5,998        377      5.9
CN0506300000000   05     063   Independence County, AR                           2004        17,412       16,330      1,082      6.2
CN0506500000000   05     065   Izard County, AR                                  2004         5,213        4,858        355      6.8
CN0506700000000   05     067   Jackson County, AR                                2004         7,808        7,142        666      8.5
CN0506900000000   05     069   Jefferson County, AR                              2004        36,537       33,720      2,817      7.7
CN0507100000000   05     071   Johnson County, AR                                2004        10,843       10,268        575      5.3
CN0507300000000   05     073   Lafayette County, AR                              2004         3,297        3,065        232      7.0
CN0507500000000   05     075   Lawrence County, AR                               2004         7,558        6,961        597      7.9
CN0507700000000   05     077   Lee County, AR                                    2004         3,450        3,069        381     11.0
CN0507900000000   05     079   Lincoln County, AR                                2004         5,157        4,766        391      7.6
CN0508100000000   05     081   Little River County, AR                           2004         6,451        6,139        312      4.8
CN0508300000000   05     083   Logan County, AR                                  2004         9,945        9,417        528      5.3
CN0508500000000   05     085   Lonoke County, AR                                 2004        29,099       27,761      1,338      4.6
CN0508700000000   05     087   Madison County, AR                                2004         7,437        7,137        300      4.0
CN0508900000000   05     089   Marion County, AR                                 2004         6,561        6,175        386      5.9
CN0509100000000   05     091   Miller County, AR                                 2004        18,873       17,966        907      4.8
CN0509300000000   05     093   Mississippi County, AR                            2004        19,736       17,791      1,945      9.9
CN0509500000000   05     095   Monroe County, AR                                 2004         3,831        3,565        266      6.9
CN0509700000000   05     097   Montgomery County, AR                             2004         4,231        4,006        225      5.3
CN0509900000000   05     099   Nevada County, AR                                 2004         4,376        4,117        259      5.9
CN0510100000000   05     101   Newton County, AR                                 2004         3,578        3,362        216      6.0
CN0510300000000   05     103   Ouachita County, AR                               2004        12,316       11,488        828      6.7
CN0510500000000   05     105   Perry County, AR                                  2004         4,857        4,586        271      5.6
CN0510700000000   05     107   Phillips County, AR                               2004         9,023        8,216        807      8.9
CN0510900000000   05     109   Pike County, AR                                   2004         5,118        4,844        274      5.4
CN0511100000000   05     111   Poinsett County, AR                               2004        11,250       10,543        707      6.3
CN0511300000000   05     113   Polk County, AR                                   2004         8,433        7,934        499      5.9
CN0511500000000   05     115   Pope County, AR                                   2004        27,511       26,061      1,450      5.3
CN0511700000000   05     117   Prairie County, AR                                2004         4,369        4,141        228      5.2
CN0511900000000   05     119   Pulaski County, AR                                2004       186,044      176,555      9,489      5.1
CN0512100000000   05     121   Randolph County, AR                               2004         7,721        7,094        627      8.1
CN0512300000000   05     123   St. Francis County, AR                            2004        10,646        9,679        967      9.1
CN0512500000000   05     125   Saline County, AR                                 2004        45,332       43,272      2,060      4.5
CN0512700000000   05     127   Scott County, AR                                  2004         4,583        4,351        232      5.1
CN0512900000000   05     129   Searcy County, AR                                 2004         3,335        3,147        188      5.6
CN0513100000000   05     131   Sebastian County, AR                              2004        57,393       54,696      2,697      4.7
CN0513300000000   05     133   Sevier County, AR                                 2004         7,525        7,182        343      4.6
CN0513500000000   05     135   Sharp County, AR                                  2004         6,481        5,978        503      7.8
CN0513700000000   05     137   Stone County, AR                                  2004         4,470        4,139        331      7.4
CN0513900000000   05     139   Union County, AR                                  2004        19,767       18,336      1,431      7.2
CN0514100000000   05     141   Van Buren County, AR                              2004         6,932        6,455        477      6.9
CN0514300000000   05     143   Washington County, AR                             2004        94,439       90,887      3,552      3.8
CN0514500000000   05     145   White County, AR                                  2004        31,864       29,853      2,011      6.3
CN0514700000000   05     147   Woodruff County, AR                               2004         3,493        3,149        344      9.8
CN0514900000000   05     149   Yell County, AR                                   2004         9,980        9,485        495      5.0
CN0600100000000   06     001   Alameda County, CA                                2004       741,445      697,890     43,555      5.9
CN0600300000000   06     003   Alpine County, CA                                 2004           534          491         43      8.1
CN0600500000000   06     005   Amador County, CA                                 2004        16,903       15,925        978      5.8
CN0600700000000   06     007   Butte County, CA                                  2004        97,416       90,228      7,188      7.4
CN0600900000000   06     009   Calaveras County, CA                              2004        19,952       18,597      1,355      6.8
CN0601100000000   06     011   Colusa County, CA                                 2004         9,512        8,212      1,300     13.7
CN0601300000000   06     013   Contra Costa County, CA                           2004       507,634      480,045     27,589      5.4
CN0601500000000   06     015   Del Norte County, CA                              2004        10,624        9,767        857      8.1
CN0601700000000   06     017   El Dorado County, CA                              2004        88,815       84,134      4,681      5.3
CN0601900000000   06     019   Fresno County, CA                                 2004       404,256      362,032     42,224     10.4
CN0602100000000   06     021   Glenn County, CA                                  2004        11,450       10,380      1,070      9.3
CN0602300000000   06     023   Humboldt County, CA                               2004        60,389       56,467      3,922      6.5
CN0602500000000   06     025   Imperial County, CA                               2004        59,445       49,310     10,135     17.0
CN0602700000000   06     027   Inyo County, CA                                   2004         9,245        8,752        493      5.3
CN0602900000000   06     029   Kern County, CA                                   2004       314,419      283,268     31,151      9.9
CN0603100000000   06     031   Kings County, CA                                  2004        53,157       47,300      5,857     11.0
CN0603300000000   06     033   Lake County, CA                                   2004        25,761       23,431      2,330      9.0
CN0603500000000   06     035   Lassen County, CA                                 2004        12,179       11,254        925      7.6
CN0603700000000   06     037   Los Angeles County, CA                            2004     4,747,221    4,440,564    306,657      6.5
CN0603900000000   06     039   Madera County, CA                                 2004        61,095       55,497      5,598      9.2
CN0604100000000   06     041   Marin County, CA                                  2004       129,117      123,406      5,711      4.4
CN0604300000000   06     043   Mariposa County, CA                               2004         8,568        7,993        575      6.7
CN0604500000000   06     045   Mendocino County, CA                              2004        43,851       41,034      2,817      6.4
CN0604700000000   06     047   Merced County, CA                                 2004        97,619       86,953     10,666     10.9
CN0604900000000   06     049   Modoc County, CA                                  2004         4,048        3,693        355      8.8
CN0605100000000   06     051   Mono County, CA                                   2004         8,284        7,865        419      5.1
CN0605300000000   06     053   Monterey County, CA                               2004       207,192      190,014     17,178      8.3
CN0605500000000   06     055   Napa County, CA                                   2004        71,150       67,772      3,378      4.7
CN0605700000000   06     057   Nevada County, CA                                 2004        48,684       46,100      2,584      5.3
CN0605900000000   06     059   Orange County, CA                                 2004     1,568,647    1,502,003     66,644      4.2
CN0606100000000   06     061   Placer County, CA                                 2004       158,479      150,890      7,589      4.8
CN0606300000000   06     063   Plumas County, CA                                 2004        10,395        9,375      1,020      9.8
CN0606500000000   06     065   Riverside County, CA                              2004       817,506      768,504     49,002      6.0
CN0606700000000   06     067   Sacramento County, CA                             2004       658,903      621,900     37,003      5.6
CN0606900000000   06     069   San Benito County, CA                             2004        25,073       22,672      2,401      9.6
CN0607100000000   06     071   San Bernardino County, CA                         2004       828,995      781,215     47,780      5.8
CN0607300000000   06     073   San Diego County, CA                              2004     1,478,132    1,408,251     69,881      4.7
CN0607500000000   06     075   San Francisco County/city, CA                     2004       418,405      394,208     24,197      5.8
CN0607700000000   06     077   San Joaquin County, CA                            2004       281,364      256,769     24,595      8.7
CN0607900000000   06     079   San Luis Obispo County, CA                        2004       129,513      123,591      5,922      4.6
CN0608100000000   06     081   San Mateo County, CA                              2004       361,389      343,829     17,560      4.9
CN0608300000000   06     083   Santa Barbara County, CA                          2004       210,925      200,942      9,983      4.7
CN0608500000000   06     085   Santa Clara County, CA                            2004       821,441      768,603     52,838      6.4
CN0608700000000   06     087   Santa Cruz County, CA                             2004       143,438      133,367     10,071      7.0
CN0608900000000   06     089   Shasta County, CA                                 2004        82,417       76,145      6,272      7.6
CN0609100000000   06     091   Sierra County, CA                                 2004         1,581        1,428        153      9.7
CN0609300000000   06     093   Siskiyou County, CA                               2004        18,970       17,174      1,796      9.5
CN0609500000000   06     095   Solano County, CA                                 2004       206,246      194,237     12,009      5.8
CN0609700000000   06     097   Sonoma County, CA                                 2004       253,923      241,347     12,576      5.0
CN0609900000000   06     099   Stanislaus County, CA                             2004       223,641      203,006     20,635      9.2
CN0610100000000   06     101   Sutter County, CA                                 2004        40,045       35,800      4,245     10.6
CN0610300000000   06     103   Tehama County, CA                                 2004        25,284       23,413      1,871      7.4
CN0610500000000   06     105   Trinity County, CA                                2004         5,237        4,662        575     11.0
CN0610700000000   06     107   Tulare County, CA                                 2004       179,756      158,913     20,843     11.6
CN0610900000000   06     109   Tuolumne County, CA                               2004        25,545       23,776      1,769      6.9
CN0611100000000   06     111   Ventura County, CA                                2004       412,174      390,075     22,099      5.4
CN0611300000000   06     113   Yolo County, CA                                   2004        91,887       86,304      5,583      6.1
CN0611500000000   06     115   Yuba County, CA                                   2004        25,232       22,784      2,448      9.7
CN0800100000000   08     001   Adams County, CO                                  2004       205,757      192,416     13,341      6.5
CN0800300000000   08     003   Alamosa County, CO                                2004         8,280        7,787        493      6.0
CN0800500000000   08     005   Arapahoe County, CO                               2004       296,885      280,156     16,729      5.6
CN0800700000000   08     007   Archuleta County, CO                              2004         5,800        5,479        321      5.5
CN0800900000000   08     009   Baca County, CO                                   2004         2,364        2,278         86      3.6
CN0801100000000   08     011   Bent County, CO                                   2004         2,407        2,253        154      6.4
CN0801300000000   08     013   Boulder County, CO                                2004       167,050      158,840      8,210      4.9
CN0801400000000   08     014   Broomfield County/city, CO                        2004        24,178       22,786      1,392      5.8
CN0801500000000   08     015   Chaffee County, CO                                2004         8,107        7,626        481      5.9
CN0801700000000   08     017   Cheyenne County, CO                               2004         1,332        1,291         41      3.1
CN0801900000000   08     019   Clear Creek County, CO                            2004         5,888        5,552        336      5.7
CN0802100000000   08     021   Conejos County, CO                                2004         3,819        3,514        305      8.0
CN0802300000000   08     023   Costilla County, CO                               2004         1,363        1,216        147     10.8
CN0802500000000   08     025   Crowley County, CO                                2004         1,631        1,498        133      8.2
CN0802700000000   08     027   Custer County, CO                                 2004         2,029        1,923        106      5.2
CN0802900000000   08     029   Delta County, CO                                  2004        14,644       13,845        799      5.5
CN0803100000000   08     031   Denver County/city, CO                            2004       304,032      284,045     19,987      6.6
CN0803300000000   08     033   Dolores County, CO                                2004           978          913         65      6.6
CN0803500000000   08     035   Douglas County, CO                                2004       136,903      130,546      6,357      4.6
CN0803700000000   08     037   Eagle County, CO                                  2004        27,384       26,180      1,204      4.4
CN0803900000000   08     039   Elbert County, CO                                 2004        12,761       12,136        625      4.9
CN0804100000000   08     041   El Paso County, CO                                2004       286,362      269,894     16,468      5.8
CN0804300000000   08     043   Fremont County, CO                                2004        18,946       17,651      1,295      6.8
CN0804500000000   08     045   Garfield County, CO                               2004        28,286       27,080      1,206      4.3
CN0804700000000   08     047   Gilpin County, CO                                 2004         3,319        3,137        182      5.5
CN0804900000000   08     049   Grand County, CO                                  2004         8,512        8,155        357      4.2
CN0805100000000   08     051   Gunnison County, CO                               2004         8,738        8,372        366      4.2
CN0805300000000   08     053   Hinsdale County, CO                               2004           604          584         20      3.3
CN0805500000000   08     055   Huerfano County, CO                               2004         3,298        3,026        272      8.2
CN0805700000000   08     057   Jackson County, CO                                2004         1,114        1,074         40      3.6
CN0805900000000   08     059   Jefferson County, CO                              2004       306,184      289,662     16,522      5.4
CN0806100000000   08     061   Kiowa County, CO                                  2004           903          856         47      5.2
CN0806300000000   08     063   Kit Carson County, CO                             2004         4,310        4,158        152      3.5
CN0806500000000   08     065   Lake County, CO                                   2004         3,901        3,679        222      5.7
CN0806700000000   08     067   La Plata County, CO                               2004        28,308       27,139      1,169      4.1
CN0806900000000   08     069   Larimer County, CO                                2004       164,166      156,522      7,644      4.7
CN0807100000000   08     071   Las Animas County, CO                             2004         8,002        7,564        438      5.5
CN0807300000000   08     073   Lincoln County, CO                                2004         3,047        2,918        129      4.2
CN0807500000000   08     075   Logan County, CO                                  2004        10,775       10,306        469      4.4
CN0807700000000   08     077   Mesa County, CO                                   2004        69,539       65,746      3,793      5.5
CN0807900000000   08     079   Mineral County, CO                                2004           471          449         22      4.7
CN0808100000000   08     081   Moffat County, CO                                 2004         7,718        7,333        385      5.0
CN0808300000000   08     083   Montezuma County, CO                              2004        12,621       11,919        702      5.6
CN0808500000000   08     085   Montrose County, CO                               2004        19,155       18,130      1,025      5.4
CN0808700000000   08     087   Morgan County, CO                                 2004        14,339       13,685        654      4.6
CN0808900000000   08     089   Otero County, CO                                  2004         9,345        8,770        575      6.2
CN0809100000000   08     091   Ouray County, CO                                  2004         2,683        2,575        108      4.0
CN0809300000000   08     093   Park County, CO                                   2004         9,608        9,087        521      5.4
CN0809500000000   08     095   Phillips County, CO                               2004         2,357        2,271         86      3.6
CN0809700000000   08     097   Pitkin County, CO                                 2004        10,713       10,181        532      5.0
CN0809900000000   08     099   Prowers County, CO                                2004         7,416        7,084        332      4.5
CN0810100000000   08     101   Pueblo County, CO                                 2004        69,342       64,168      5,174      7.5
CN0810300000000   08     103   Rio Blanco County, CO                             2004         3,777        3,631        146      3.9
CN0810500000000   08     105   Rio Grande County, CO                             2004         6,571        6,168        403      6.1
CN0810700000000   08     107   Routt County, CO                                  2004        14,158       13,600        558      3.9
CN0810900000000   08     109   Saguache County, CO                               2004         3,104        2,884        220      7.1
CN0811100000000   08     111   San Juan County, CO                               2004           539          506         33      6.1
CN0811300000000   08     113   San Miguel County, CO                             2004         5,049        4,808        241      4.8
CN0811500000000   08     115   Sedgwick County, CO                               2004         1,584        1,532         52      3.3
CN0811700000000   08     117   Summit County, CO                                 2004        16,095       15,406        689      4.3
CN0811900000000   08     119   Teller County, CO                                 2004        12,525       11,819        706      5.6
CN0812100000000   08     121   Washington County, CO                             2004         2,802        2,689        113      4.0
CN0812300000000   08     123   Weld County, CO                                   2004       109,382      103,158      6,224      5.7
CN0812500000000   08     125   Yuma County, CO                                   2004         6,136        5,935        201      3.3
CN0900100000000   09     001   Fairfield County, CT                              2004       448,894      428,327     20,567      4.6
CN0900300000000   09     003   Hartford County, CT                               2004       432,772      408,322     24,450      5.6
CN0900500000000   09     005   Litchfield County, CT                             2004       101,528       96,575      4,953      4.9
CN0900700000000   09     007   Middlesex County, CT                              2004        87,863       84,054      3,809      4.3
CN0900900000000   09     009   New Haven County, CT                              2004       425,722      402,473     23,249      5.5
CN0901100000000   09     011   New London County, CT                             2004       141,696      135,100      6,596      4.7
CN0901300000000   09     013   Tolland County, CT                                2004        79,482       76,102      3,380      4.3
CN0901500000000   09     015   Windham County, CT                                2004        59,563       56,171      3,392      5.7
CN1000100000000   10     001   Kent County, DE                                   2004        69,138       66,524      2,614      3.8
CN1000300000000   10     003   New Castle County, DE                             2004       266,557      254,421     12,136      4.6
CN1000500000000   10     005   Sussex County, DE                                 2004        85,397       82,046      3,351      3.9
CN1100100000000   11     001   District of Columbia                              2004       313,735      288,323     25,412      8.1
CN1200100000000   12     001   Alachua County, FL                                2004       119,434      115,973      3,461      2.9
CN1200300000000   12     003   Baker County, FL                                  2004        10,520       10,172        348      3.3
CN1200500000000   12     005   Bay County, FL                                    2004        78,122       75,240      2,882      3.7
CN1200700000000   12     007   Bradford County, FL                               2004        11,494       11,123        371      3.2
CN1200900000000   12     009   Brevard County, FL                                2004       247,146      237,869      9,277      3.8
CN1201100000000   12     011   Broward County, FL                                2004       915,950      880,496     35,454      3.9
CN1201300000000   12     013   Calhoun County, FL                                2004         5,238        5,029        209      4.0
CN1201500000000   12     015   Charlotte County, FL                              2004        60,863       58,148      2,715      4.5
CN1201700000000   12     017   Citrus County, FL                                 2004        47,716       45,536      2,180      4.6
CN1201900000000   12     019   Clay County, FL                                   2004        80,983       78,119      2,864      3.5
CN1202100000000   12     021   Collier County, FL                                2004       137,743      132,876      4,867      3.5
CN1202300000000   12     023   Columbia County, FL                               2004        27,039       26,070        969      3.6
CN1202700000000   12     027   DeSoto County, FL                                 2004        13,328       12,689        639      4.8
CN1202900000000   12     029   Dixie County, FL                                  2004         5,017        4,800        217      4.3
CN1203100000000   12     031   Duval County, FL                                  2004       407,077      390,046     17,031      4.2
CN1203300000000   12     033   Escambia County, FL                               2004       130,745      125,536      5,209      4.0
CN1203500000000   12     035   Flagler County, FL                                2004        27,089       25,914      1,175      4.3
CN1203700000000   12     037   Franklin County, FL                               2004         5,059        4,909        150      3.0
