                               Labor Force Data by County, 2022 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2022        26,789       26,181        608      2.3
CN0100300000000   01     003   Baldwin County, AL                                2022       102,849      100,432      2,417      2.4
CN0100500000000   01     005   Barbour County, AL                                2022         8,241        7,906        335      4.1
CN0100700000000   01     007   Bibb County, AL                                   2022         8,726        8,507        219      2.5
CN0100900000000   01     009   Blount County, AL                                 2022        25,796       25,222        574      2.2
CN0101100000000   01     011   Bullock County, AL                                2022         4,554        4,426        128      2.8
CN0101300000000   01     013   Butler County, AL                                 2022         8,804        8,503        301      3.4
CN0101500000000   01     015   Calhoun County, AL                                2022        46,140       44,741      1,399      3.0
CN0101700000000   01     017   Chambers County, AL                               2022        15,933       15,523        410      2.6
CN0101900000000   01     019   Cherokee County, AL                               2022        11,696       11,422        274      2.3
CN0102100000000   01     021   Chilton County, AL                                2022        20,266       19,806        460      2.3
CN0102300000000   01     023   Choctaw County, AL                                2022         4,298        4,133        165      3.8
CN0102500000000   01     025   Clarke County, AL                                 2022         7,694        7,309        385      5.0
CN0102700000000   01     027   Clay County, AL                                   2022         6,130        5,991        139      2.3
CN0102900000000   01     029   Cleburne County, AL                               2022         6,141        5,993        148      2.4
CN0103100000000   01     031   Coffee County, AL                                 2022        21,597       21,049        548      2.5
CN0103300000000   01     033   Colbert County, AL                                2022        23,842       23,120        722      3.0
CN0103500000000   01     035   Conecuh County, AL                                2022         4,242        4,092        150      3.5
CN0103700000000   01     037   Coosa County, AL                                  2022         4,459        4,346        113      2.5
CN0103900000000   01     039   Covington County, AL                              2022        15,152       14,753        399      2.6
CN0104100000000   01     041   Crenshaw County, AL                               2022         5,977        5,820        157      2.6
CN0104300000000   01     043   Cullman County, AL                                2022        39,337       38,525        812      2.1
CN0104500000000   01     045   Dale County, AL                                   2022        21,052       20,500        552      2.6
CN0104700000000   01     047   Dallas County, AL                                 2022        13,749       13,055        694      5.0
CN0104900000000   01     049   DeKalb County, AL                                 2022        31,146       30,416        730      2.3
CN0105100000000   01     051   Elmore County, AL                                 2022        38,234       37,395        839      2.2
CN0105300000000   01     053   Escambia County, AL                               2022        14,231       13,789        442      3.1
CN0105500000000   01     055   Etowah County, AL                                 2022        39,274       38,085      1,189      3.0
CN0105700000000   01     057   Fayette County, AL                                2022         6,591        6,411        180      2.7
CN0105900000000   01     059   Franklin County, AL                               2022        14,565       14,223        342      2.3
CN0106100000000   01     061   Geneva County, AL                                 2022        11,267       10,997        270      2.4
CN0106300000000   01     063   Greene County, AL                                 2022         2,740        2,620        120      4.4
CN0106500000000   01     065   Hale County, AL                                   2022         5,961        5,729        232      3.9
CN0106700000000   01     067   Henry County, AL                                  2022         7,053        6,862        191      2.7
CN0106900000000   01     069   Houston County, AL                                2022        48,000       46,756      1,244      2.6
CN0107100000000   01     071   Jackson County, AL                                2022        23,185       22,602        583      2.5
CN0107300000000   01     073   Jefferson County, AL                              2022       323,290      314,943      8,347      2.6
CN0107500000000   01     075   Lamar County, AL                                  2022         5,724        5,569        155      2.7
CN0107700000000   01     077   Lauderdale County, AL                             2022        42,919       41,788      1,131      2.6
CN0107900000000   01     079   Lawrence County, AL                               2022        14,737       14,382        355      2.4
CN0108100000000   01     081   Lee County, AL                                    2022        79,466       77,595      1,871      2.4
CN0108300000000   01     083   Limestone County, AL                              2022        48,335       47,322      1,013      2.1
CN0108500000000   01     085   Lowndes County, AL                                2022         3,506        3,324        182      5.2
CN0108700000000   01     087   Macon County, AL                                  2022         7,862        7,563        299      3.8
CN0108900000000   01     089   Madison County, AL                                2022       199,231      194,989      4,242      2.1
CN0109100000000   01     091   Marengo County, AL                                2022         7,611        7,351        260      3.4
CN0109300000000   01     093   Marion County, AL                                 2022        13,808       13,464        344      2.5
CN0109500000000   01     095   Marshall County, AL                               2022        45,464       44,531        933      2.1
CN0109700000000   01     097   Mobile County, AL                                 2022       192,312      186,073      6,239      3.2
CN0109900000000   01     099   Monroe County, AL                                 2022         7,300        7,001        299      4.1
