                               Labor Force Data by County, 2018 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2018        26,471       25,515        956      3.6
CN0100300000000   01     003   Baldwin County, AL                                2018        96,235       92,734      3,501      3.6
CN0100500000000   01     005   Barbour County, AL                                2018         8,505        8,068        437      5.1
CN0100700000000   01     007   Bibb County, AL                                   2018         8,697        8,351        346      4.0
CN0100900000000   01     009   Blount County, AL                                 2018        25,333       24,445        888      3.5
CN0101100000000   01     011   Bullock County, AL                                2018         4,843        4,617        226      4.7
CN0101300000000   01     013   Butler County, AL                                 2018         9,069        8,639        430      4.7
CN0101500000000   01     015   Calhoun County, AL                                2018        46,800       44,636      2,164      4.6
CN0101700000000   01     017   Chambers County, AL                               2018        15,529       14,924        605      3.9
CN0101900000000   01     019   Cherokee County, AL                               2018        11,810       11,389        421      3.6
CN0102100000000   01     021   Chilton County, AL                                2018        19,830       19,114        716      3.6
CN0102300000000   01     023   Choctaw County, AL                                2018         4,799        4,537        262      5.5
CN0102500000000   01     025   Clarke County, AL                                 2018         7,742        7,167        575      7.4
CN0102700000000   01     027   Clay County, AL                                   2018         6,074        5,842        232      3.8
CN0102900000000   01     029   Cleburne County, AL                               2018         5,855        5,607        248      4.2
CN0103100000000   01     031   Coffee County, AL                                 2018        21,230       20,395        835      3.9
CN0103300000000   01     033   Colbert County, AL                                2018        23,795       22,704      1,091      4.6
CN0103500000000   01     035   Conecuh County, AL                                2018         4,560        4,324        236      5.2
CN0103700000000   01     037   Coosa County, AL                                  2018         4,473        4,289        184      4.1
CN0103900000000   01     039   Covington County, AL                              2018        15,818       15,095        723      4.6
CN0104100000000   01     041   Crenshaw County, AL                               2018         6,435        6,175        260      4.0
CN0104300000000   01     043   Cullman County, AL                                2018        38,511       37,249      1,262      3.3
CN0104500000000   01     045   Dale County, AL                                   2018        20,474       19,619        855      4.2
CN0104700000000   01     047   Dallas County, AL                                 2018        15,042       14,067        975      6.5
CN0104900000000   01     049   DeKalb County, AL                                 2018        30,611       29,446      1,165      3.8
CN0105100000000   01     051   Elmore County, AL                                 2018        37,985       36,678      1,307      3.4
CN0105300000000   01     053   Escambia County, AL                               2018        14,578       13,918        660      4.5
CN0105500000000   01     055   Etowah County, AL                                 2018        43,707       41,919      1,788      4.1
CN0105700000000   01     057   Fayette County, AL                                2018         6,600        6,331        269      4.1
CN0105900000000   01     059   Franklin County, AL                               2018        14,442       13,906        536      3.7
CN0106100000000   01     061   Geneva County, AL                                 2018        10,989       10,555        434      3.9
CN0106300000000   01     063   Greene County, AL                                 2018         2,891        2,699        192      6.6
CN0106500000000   01     065   Hale County, AL                                   2018         6,043        5,737        306      5.1
CN0106700000000   01     067   Henry County, AL                                  2018         6,903        6,597        306      4.4
CN0106900000000   01     069   Houston County, AL                                2018        46,065       44,204      1,861      4.0
CN0107100000000   01     071   Jackson County, AL                                2018        23,662       22,694        968      4.1
CN0107300000000   01     073   Jefferson County, AL                              2018       319,162      307,307     11,855      3.7
CN0107500000000   01     075   Lamar County, AL                                  2018         5,804        5,584        220      3.8
CN0107700000000   01     077   Lauderdale County, AL                             2018        42,841       41,052      1,789      4.2
CN0107900000000   01     079   Lawrence County, AL                               2018        14,194       13,605        589      4.1
CN0108100000000   01     081   Lee County, AL                                    2018        76,033       73,270      2,763      3.6
CN0108300000000   01     083   Limestone County, AL                              2018        43,428       41,888      1,540      3.5
CN0108500000000   01     085   Lowndes County, AL                                2018         3,654        3,388        266      7.3
CN0108700000000   01     087   Macon County, AL                                  2018         7,946        7,517        429      5.4
CN0108900000000   01     089   Madison County, AL                                2018       183,468      177,115      6,353      3.5
CN0109100000000   01     091   Marengo County, AL                                2018         7,690        7,310        380      4.9
CN0109300000000   01     093   Marion County, AL                                 2018        12,754       12,236        518      4.1
CN0109500000000   01     095   Marshall County, AL                               2018        43,376       41,914      1,462      3.4
CN0109700000000   01     097   Mobile County, AL                                 2018       191,026      182,105      8,921      4.7
CN0109900000000   01     099   Monroe County, AL                                 2018         7,265        6,821        444      6.1
CN0110100000000   01     101   Montgomery County, AL                             2018       107,078      102,805      4,273      4.0
CN0110300000000   01     103   Morgan County, AL                                 2018        57,761       55,747      2,014      3.5
CN0110500000000   01     105   Perry County, AL                                  2018         3,448        3,224        224      6.5
CN0110700000000   01     107   Pickens County, AL                                2018         7,829        7,470        359      4.6
CN0110900000000   01     109   Pike County, AL                                   2018        15,422       14,726        696      4.5
CN0111100000000   01     111   Randolph County, AL                               2018         9,683        9,295        388      4.0
CN0111300000000   01     113   Russell County, AL                                2018        24,275       23,299        976      4.0
CN0111500000000   01     115   St. Clair County, AL                              2018        40,540       39,131      1,409      3.5
CN0111700000000   01     117   Shelby County, AL                                 2018       115,828      112,545      3,283      2.8
CN0111900000000   01     119   Sumter County, AL                                 2018         4,872        4,589        283      5.8
CN0112100000000   01     121   Talladega County, AL                              2018        35,709       34,188      1,521      4.3
CN0112300000000   01     123   Tallapoosa County, AL                             2018        18,150       17,399        751      4.1
CN0112500000000   01     125   Tuscaloosa County, AL                             2018       103,587       99,819      3,768      3.6
CN0112700000000   01     127   Walker County, AL                                 2018        25,398       24,321      1,077      4.2
CN0112900000000   01     129   Washington County, AL                             2018         6,783        6,390        393      5.8
CN0113100000000   01     131   Wilcox County, AL                                 2018         2,787        2,523        264      9.5
CN0113300000000   01     133   Winston County, AL                                2018         9,914        9,499        415      4.2
CN0201300000000   02     013   Aleutians East Borough, AK                        2018         2,316        2,250         66      2.8
CN0201600000000   02     016   Aleutians West Census Area, AK                    2018         3,639        3,521        118      3.2
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2018       150,748      143,152      7,596      5.0
CN0205000000000   02     050   Bethel Census Area, AK                            2018         7,136        6,287        849     11.9
CN0206000000000   02     060   Bristol Bay Borough, AK                           2018           447          422         25      5.6
CN0206800000000   02     068   Denali Borough, AK                                2018         1,064          986         78      7.3
CN0207000000000   02     070   Dillingham Census Area, AK                        2018         2,018        1,867        151      7.5
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2018        45,868       43,444      2,424      5.3
CN0210000000000   02     100   Haines Borough, AK                                2018         1,102        1,004         98      8.9
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2018         1,150        1,016        134     11.7
CN0211000000000   02     110   Juneau Borough/city, AK                           2018        17,206       16,511        695      4.0
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2018        26,564       24,690      1,874      7.1
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2018         7,028        6,638        390      5.5
CN0215000000000   02     150   Kodiak Island Borough, AK                         2018         6,151        5,817        334      5.4
CN0215800000000   02     158   Kusilvak Census Area, AK                          2018         2,681        2,187        494     18.4
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2018           744          668         76     10.2
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2018        48,082       44,743      3,339      6.9
CN0218000000000   02     180   Nome Census Area, AK                              2018         4,101        3,668        433     10.6
CN0218500000000   02     185   North Slope Borough, AK                           2018         3,413        3,197        216      6.3
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2018         2,924        2,550        374     12.8
CN0219500000000   02     195   Petersburg Borough, AK                            2018         1,387        1,276        111      8.0
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2018         2,887        2,600        287      9.9
CN0222000000000   02     220   Sitka Borough/city, AK                            2018         4,370        4,204        166      3.8
CN0223000000000   02     230   Skagway Municipality, AK                          2018           835          761         74      8.9
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2018         2,943        2,681        262      8.9
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2018         4,863        4,533        330      6.8
CN0227500000000   02     275   Wrangell Borough/city, AK                         2018         1,041          974         67      6.4
CN0228200000000   02     282   Yakutat Borough/city, AK                          2018           248          229         19      7.7
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2018         2,542        2,193        349     13.7
CN0400100000000   04     001   Apache County, AZ                                 2018        19,921       17,949      1,972      9.9
CN0400300000000   04     003   Cochise County, AZ                                2018        48,079       45,396      2,683      5.6
CN0400500000000   04     005   Coconino County, AZ                               2018        73,976       69,914      4,062      5.5
CN0400700000000   04     007   Gila County, AZ                                   2018        20,753       19,550      1,203      5.8
CN0400900000000   04     009   Graham County, AZ                                 2018        14,393       13,663        730      5.1
CN0401100000000   04     011   Greenlee County, AZ                               2018         4,141        3,970        171      4.1
CN0401200000000   04     012   La Paz County, AZ                                 2018         8,645        8,108        537      6.2
CN0401300000000   04     013   Maricopa County, AZ                               2018     2,154,368    2,065,371     88,997      4.1
CN0401500000000   04     015   Mohave County, AZ                                 2018        82,532       77,849      4,683      5.7
CN0401700000000   04     017   Navajo County, AZ                                 2018        39,095       36,096      2,999      7.7
CN0401900000000   04     019   Pima County, AZ                                   2018       470,435      449,635     20,800      4.4
CN0402100000000   04     021   Pinal County, AZ                                  2018       174,703      165,995      8,708      5.0
CN0402300000000   04     023   Santa Cruz County, AZ                             2018        18,714       16,997      1,717      9.2
